pre,pre_std,emb,emb_std,rec,rec_std,origional,origional_std,stage
0.8109696784520135,0.06401474970928693,0.40101602133912595,0.027655615213301867,0.16393288468577938,0.01095289669932669,0.8922131687202433,0.05253646560362093,pre
0.40110510245195047,0.027492491947459542,0.5384408450867074,0.05819836041006902,0.13357675297159835,0.008038363915195693,0.43847219874142845,0.020106008253517316,emb
0.1638823971762399,0.010944894036479998,0.13369445481980452,0.008229517471820985,0.5547239029719179,0.06427088663660117,0.17824749160828054,0.008515917525077195,rec
0.8928460952762701,0.05191139117591121,0.4388752618409573,0.019867848034458502,0.1781670998700111,0.008531745267140248,1.0,0.0,origional
