epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,main_folder,losses_file,run
0,3559.195895,3538.039625,21.15625445,0.0,3590.2543899999996,3571.590695,18.66371955,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
1,3055.347485,2999.85612,55.49139709999999,0.0,3432.2926700000003,3403.66132,28.63134425,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
2,2581.55478,2521.193775,60.3609831,0.0,3322.0689250000005,3293.854445,28.21445615,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
3,2246.7098849999998,2179.1376950000003,67.57217785,0.0,3274.200855,3243.681685,30.519171649999997,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
4,2003.86058,1931.6641049999998,72.1964501,0.0,3245.46002,3213.155405,32.3045926,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
5,1819.8027399999999,1745.6155999999999,74.1871396,0.0,3226.81739,3193.6984700000003,33.11892545,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
6,1662.81922,1585.8213,76.99791645,0.0,3205.58135,3170.9979,34.583450649999996,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
7,1536.950395,1459.40644,77.54394965,0.0,3191.120215,3156.273325,34.846897150000004,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
8,1432.254315,1355.038595,77.21570295000001,0.0,3176.9939299999996,3141.99935,34.9946011,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
9,1419.053865,1339.0027949999999,80.05108625,0.0,3188.203145,3151.828095,36.37506965,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
