epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,main_folder,losses_file,run
0,3573.481395,3539.664575,33.8168223,0.0,3605.8724799999995,3583.7989399999997,22.07353605,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
1,3286.87958,3260.62151,26.258076749999997,0.0,3457.2735249999996,3435.04165,22.231879,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
2,3021.227035,2988.82509,32.401925649999995,0.0,3393.72817,3369.780255,23.947907,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
3,2706.42096,2669.425905,36.995047299999996,0.0,3309.0670149999996,3283.7593800000004,25.30760075,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
4,2441.346785,2398.183425,43.1633597,0.0,3256.4743,3229.61037,26.863977799999997,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
5,2191.8172,2142.45794,49.35924325,0.0,3227.76084,3198.97822,28.7826377,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
6,1952.61401,1896.503025,56.1109698,0.0,3196.77473,3165.735325,31.039418899999998,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
7,1780.72778,1722.694625,58.033161199999995,0.0,3171.65187,3140.347615,31.30425065,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
8,1637.2813,1576.8587750000002,60.4225033,0.0,3151.7187,3118.699175,33.0195072,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
9,1563.222515,1499.635675,63.586840900000006,0.0,3151.16739,3116.36522,34.8021621,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_2500/runs/0/losses.csv,0
