NC,MLP,RF-4,RF-2,label,classifier_n
1.0,0.9950980392156863,0.9754901960784313,0.7892156862745098,"cervix,_uterine_-_glandular_cells_2",39
1.0,1.0,0.9705882352941176,0.9509803921568627,colon_-_peripheral_nerve-ganglion_2,39
1.0,0.9950980392156863,0.9607843137254902,0.8872549019607843,esophagus_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9901960784313726,0.9754901960784313,fallopian_tube_-_glandular_cells_2,39
0.9950980392156863,0.9901960784313726,0.9656862745098039,0.9852941176470589,gallbladder_-_glandular_cells_2,39
1.0,0.9950980392156863,0.9950980392156863,0.9901960784313726,heart_muscle_-_myocytes_2,39
1.0,1.0,0.9558823529411765,0.9166666666666666,hippocampus_-_glial_cells_2,39
0.9950980392156863,0.9950980392156863,0.9852941176470589,0.9705882352941176,kidney_-_cells_in_glomeruli_2,39
1.0,1.0,0.9754901960784313,0.9019607843137255,kidney_-_cells_in_tubules_2,39
1.0,1.0,0.9950980392156863,0.9656862745098039,lateral_ventricle_-_glial_cells_2,39
1.0,1.0,0.9411764705882353,0.75,lateral_ventricle_-_neuronal_cells_2,39
1.0,1.0,0.9803921568627451,0.9215686274509803,liver_-_hepatocytes_2,39
0.9950980392156863,0.9950980392156863,0.9901960784313726,0.9558823529411765,lung_-_pneumocytes_2,39
1.0,1.0,0.9950980392156863,0.9313725490196079,nasopharynx_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9215686274509803,0.8627450980392157,ovary_-_follicle_cells_2,39
1.0,1.0,0.9754901960784313,0.803921568627451,ovary_-_ovarian_stroma_cells_2,39
1.0,1.0,0.9754901960784313,0.9117647058823529,rectum_-_glandular_cells_2,39
1.0,1.0,0.9705882352941176,0.8578431372549019,salivary_gland_-_glandular_cells_2,39
1.0,1.0,0.9803921568627451,0.9754901960784313,seminal_vesicle_-_glandular_cells_2,39
1.0,1.0,0.9803921568627451,0.9803921568627451,skin_-_melanocytes_2,39
1.0,1.0,0.9803921568627451,0.9607843137254902,small_intestine_-_glandular_cells_2,39
1.0,1.0,0.9950980392156863,0.9705882352941176,soft_tissue_2_-_adipocytes_2,39
1.0,1.0,0.9754901960784313,0.9656862745098039,soft_tissue_2_-_fibroblasts_2,39
1.0,1.0,0.9901960784313726,0.9754901960784313,spleen_-_cells_in_white_pulp_2,39
1.0,1.0,0.9509803921568627,0.8970588235294118,"stomach,_lower_-_glandular_cells_2",39
0.9950980392156863,0.9950980392156863,0.9950980392156863,0.9950980392156863,"stomach,_upper_-_glandular_cells_2",39
1.0,1.0,0.9950980392156863,0.9852941176470589,tonsil_-_germinal_center_cells_2,39
1.0,1.0,0.9950980392156863,0.9607843137254902,tonsil_-_non-germinal_center_cells_2,39
1.0,1.0,0.9558823529411765,0.9411764705882353,tonsil_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9754901960784313,0.9901960784313726,urinary_bladder_-_urothelial_cells_2,39
1.0,1.0,0.9803921568627451,0.9607843137254902,"uterus,_post-menopause_-_glandular_cells_2",39
1.0,1.0,0.9362745098039216,0.7990196078431373,"uterus,_pre-menopause_-_glandular_cells_2",39
1.0,1.0,0.9656862745098039,0.8284313725490197,vagina_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9754901960784313,0.9313725490196079,vulva-anal_skin_-_epidermal_cells_2,39
1.0,1.0,0.9656862745098039,0.7401960784313726,bone_marrow_-_hematopoietic_cells_2,39
1.0,1.0,1.0,0.9901960784313726,breast_-_adipocytes_2,39
1.0,1.0,0.9754901960784313,0.8431372549019608,breast_-_myoepithelial_cells_2,39
1.0,1.0,0.946078431372549,0.5245098039215687,bronchus_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9950980392156863,0.9852941176470589,cerebellum_-_cells_in_molecular_layer_2,39
1.0,1.0,0.9852941176470589,0.9166666666666666,cerebral_cortex_-_neuropil_2,39
1.0,0.9950980392156863,0.9705882352941176,0.8480392156862745,"cervix,_uterine_-_glandular_cells_2",39
1.0,1.0,0.9705882352941176,0.9411764705882353,colon_-_peripheral_nerve-ganglion_2,39
1.0,1.0,0.9509803921568627,0.8431372549019608,esophagus_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9901960784313726,0.9705882352941176,fallopian_tube_-_glandular_cells_2,39
0.9950980392156863,1.0,0.9803921568627451,0.9901960784313726,gallbladder_-_glandular_cells_2,39
1.0,1.0,0.9901960784313726,0.9901960784313726,heart_muscle_-_myocytes_2,39
1.0,1.0,0.9656862745098039,0.9509803921568627,hippocampus_-_glial_cells_2,39
0.9950980392156863,0.9950980392156863,0.9901960784313726,0.9754901960784313,kidney_-_cells_in_glomeruli_2,39
1.0,1.0,0.9509803921568627,0.9313725490196079,kidney_-_cells_in_tubules_2,39
1.0,1.0,0.9950980392156863,0.9901960784313726,lateral_ventricle_-_glial_cells_2,39
1.0,1.0,0.9313725490196079,0.7401960784313726,lateral_ventricle_-_neuronal_cells_2,39
1.0,1.0,0.9754901960784313,0.8529411764705882,liver_-_hepatocytes_2,39
0.9950980392156863,0.9950980392156863,0.9852941176470589,0.9705882352941176,lung_-_pneumocytes_2,39
1.0,0.9950980392156863,0.9950980392156863,0.9558823529411765,nasopharynx_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9166666666666666,0.553921568627451,ovary_-_follicle_cells_2,39
1.0,1.0,0.9852941176470589,0.6519607843137255,ovary_-_ovarian_stroma_cells_2,39
1.0,1.0,0.9705882352941176,0.9068627450980392,rectum_-_glandular_cells_2,39
1.0,1.0,0.946078431372549,0.8774509803921569,salivary_gland_-_glandular_cells_2,39
1.0,1.0,0.9852941176470589,0.9509803921568627,seminal_vesicle_-_glandular_cells_2,39
1.0,1.0,0.9901960784313726,0.9803921568627451,skin_-_melanocytes_2,39
1.0,1.0,0.9705882352941176,0.8872549019607843,small_intestine_-_glandular_cells_2,39
1.0,1.0,0.9950980392156863,0.9852941176470589,soft_tissue_2_-_adipocytes_2,39
1.0,1.0,0.9803921568627451,0.9656862745098039,soft_tissue_2_-_fibroblasts_2,39
1.0,1.0,0.9901960784313726,0.9852941176470589,spleen_-_cells_in_white_pulp_2,39
1.0,1.0,0.9754901960784313,0.9166666666666666,"stomach,_lower_-_glandular_cells_2",39
0.9950980392156863,0.9950980392156863,1.0,1.0,"stomach,_upper_-_glandular_cells_2",39
1.0,1.0,1.0,0.9852941176470589,tonsil_-_germinal_center_cells_2,39
1.0,1.0,0.9901960784313726,0.9803921568627451,tonsil_-_non-germinal_center_cells_2,39
1.0,0.9950980392156863,0.946078431372549,0.9068627450980392,tonsil_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9754901960784313,0.9852941176470589,urinary_bladder_-_urothelial_cells_2,39
1.0,1.0,0.9803921568627451,0.9362745098039216,"uterus,_post-menopause_-_glandular_cells_2",39
1.0,1.0,0.9264705882352942,0.8480392156862745,"uterus,_pre-menopause_-_glandular_cells_2",39
1.0,1.0,0.9705882352941176,0.8725490196078431,vagina_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9705882352941176,0.9313725490196079,vulva-anal_skin_-_epidermal_cells_2,39
1.0,1.0,0.9411764705882353,0.7745098039215687,bone_marrow_-_hematopoietic_cells_2,39
1.0,1.0,1.0,0.9950980392156863,breast_-_adipocytes_2,39
1.0,1.0,0.9852941176470589,0.9607843137254902,breast_-_myoepithelial_cells_2,39
1.0,1.0,0.946078431372549,0.6911764705882353,bronchus_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9950980392156863,0.9852941176470589,cerebellum_-_cells_in_molecular_layer_2,39
1.0,1.0,0.9852941176470589,0.946078431372549,cerebral_cortex_-_neuropil_2,39
1.0,1.0,0.9656862745098039,0.7745098039215687,"cervix,_uterine_-_glandular_cells_2",39
1.0,1.0,0.9607843137254902,0.9411764705882353,colon_-_peripheral_nerve-ganglion_2,39
1.0,1.0,0.9215686274509803,0.9215686274509803,esophagus_-_squamous_epithelial_cells_2,39
1.0,1.0,1.0,0.9656862745098039,fallopian_tube_-_glandular_cells_2,39
0.9950980392156863,0.9950980392156863,0.9803921568627451,0.9558823529411765,gallbladder_-_glandular_cells_2,39
1.0,1.0,0.9901960784313726,0.9852941176470589,heart_muscle_-_myocytes_2,39
1.0,1.0,0.8970588235294118,0.8921568627450981,hippocampus_-_glial_cells_2,39
0.9950980392156863,0.9901960784313726,0.9852941176470589,0.9754901960784313,kidney_-_cells_in_glomeruli_2,39
1.0,0.9950980392156863,0.9607843137254902,0.9117647058823529,kidney_-_cells_in_tubules_2,39
1.0,1.0,0.9803921568627451,0.9803921568627451,lateral_ventricle_-_glial_cells_2,39
1.0,1.0,0.946078431372549,0.803921568627451,lateral_ventricle_-_neuronal_cells_2,39
1.0,1.0,0.9852941176470589,0.9558823529411765,liver_-_hepatocytes_2,39
0.9950980392156863,1.0,0.9803921568627451,0.9754901960784313,lung_-_pneumocytes_2,39
1.0,1.0,0.9950980392156863,0.9901960784313726,nasopharynx_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9411764705882353,0.7598039215686274,ovary_-_follicle_cells_2,39
1.0,1.0,0.9656862745098039,0.7254901960784313,ovary_-_ovarian_stroma_cells_2,39
1.0,0.9950980392156863,0.9607843137254902,0.8627450980392157,rectum_-_glandular_cells_2,39
1.0,1.0,0.9558823529411765,0.8529411764705882,salivary_gland_-_glandular_cells_2,39
1.0,1.0,0.9607843137254902,0.9754901960784313,seminal_vesicle_-_glandular_cells_2,39
1.0,1.0,0.9852941176470589,0.9754901960784313,skin_-_melanocytes_2,39
1.0,1.0,0.9754901960784313,0.9509803921568627,small_intestine_-_glandular_cells_2,39
1.0,1.0,0.9950980392156863,0.9803921568627451,soft_tissue_2_-_adipocytes_2,39
1.0,1.0,0.9950980392156863,0.9754901960784313,soft_tissue_2_-_fibroblasts_2,39
1.0,1.0,0.9950980392156863,0.9852941176470589,spleen_-_cells_in_white_pulp_2,39
1.0,1.0,0.9656862745098039,0.9362745098039216,"stomach,_lower_-_glandular_cells_2",39
0.9950980392156863,0.9950980392156863,0.9950980392156863,0.9950980392156863,"stomach,_upper_-_glandular_cells_2",39
1.0,1.0,1.0,0.9754901960784313,tonsil_-_germinal_center_cells_2,39
1.0,1.0,1.0,0.9754901960784313,tonsil_-_non-germinal_center_cells_2,39
1.0,0.9950980392156863,0.9558823529411765,0.9117647058823529,tonsil_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9852941176470589,0.9754901960784313,urinary_bladder_-_urothelial_cells_2,39
1.0,1.0,0.9852941176470589,0.9411764705882353,"uterus,_post-menopause_-_glandular_cells_2",39
1.0,1.0,0.9264705882352942,0.7401960784313726,"uterus,_pre-menopause_-_glandular_cells_2",39
1.0,1.0,0.9754901960784313,0.9411764705882353,vagina_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9656862745098039,0.9313725490196079,vulva-anal_skin_-_epidermal_cells_2,39
1.0,1.0,0.9950980392156863,0.6666666666666666,bone_marrow_-_hematopoietic_cells_2,39
1.0,1.0,1.0,0.9901960784313726,breast_-_adipocytes_2,39
1.0,1.0,0.9901960784313726,0.8431372549019608,breast_-_myoepithelial_cells_2,39
1.0,1.0,0.9411764705882353,0.6715686274509803,bronchus_-_respiratory_epithelial_cells_2,39
1.0,1.0,1.0,0.8725490196078431,cerebellum_-_cells_in_molecular_layer_2,39
1.0,1.0,0.9754901960784313,0.9705882352941176,cerebral_cortex_-_neuropil_2,39
1.0,0.9901960784313726,0.9607843137254902,0.9166666666666666,"cervix,_uterine_-_glandular_cells_2",39
1.0,1.0,0.9803921568627451,0.9705882352941176,colon_-_peripheral_nerve-ganglion_2,39
1.0,1.0,0.9558823529411765,0.8137254901960784,esophagus_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9950980392156863,0.9705882352941176,fallopian_tube_-_glandular_cells_2,39
0.9950980392156863,0.9901960784313726,0.9754901960784313,0.9901960784313726,gallbladder_-_glandular_cells_2,39
1.0,1.0,0.9901960784313726,0.9803921568627451,heart_muscle_-_myocytes_2,39
1.0,1.0,0.9754901960784313,0.8529411764705882,hippocampus_-_glial_cells_2,39
0.9950980392156863,0.9950980392156863,0.9901960784313726,0.9754901960784313,kidney_-_cells_in_glomeruli_2,39
1.0,1.0,0.9656862745098039,0.9068627450980392,kidney_-_cells_in_tubules_2,39
1.0,1.0,0.9901960784313726,0.9558823529411765,lateral_ventricle_-_glial_cells_2,39
1.0,1.0,0.9313725490196079,0.8823529411764706,lateral_ventricle_-_neuronal_cells_2,39
1.0,1.0,0.9656862745098039,0.9019607843137255,liver_-_hepatocytes_2,39
0.9950980392156863,1.0,0.9901960784313726,0.9754901960784313,lung_-_pneumocytes_2,39
1.0,1.0,0.9803921568627451,0.9803921568627451,nasopharynx_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9411764705882353,0.6470588235294118,ovary_-_follicle_cells_2,39
1.0,0.9950980392156863,0.9362745098039216,0.6470588235294118,ovary_-_ovarian_stroma_cells_2,39
1.0,1.0,0.9362745098039216,0.8431372549019608,rectum_-_glandular_cells_2,39
1.0,1.0,0.9656862745098039,0.8431372549019608,salivary_gland_-_glandular_cells_2,39
1.0,1.0,0.9754901960784313,0.9754901960784313,seminal_vesicle_-_glandular_cells_2,39
1.0,1.0,0.9852941176470589,0.9754901960784313,skin_-_melanocytes_2,39
1.0,1.0,0.9558823529411765,0.9068627450980392,small_intestine_-_glandular_cells_2,39
1.0,1.0,0.9950980392156863,0.9754901960784313,soft_tissue_2_-_adipocytes_2,39
1.0,1.0,0.9803921568627451,0.9754901960784313,soft_tissue_2_-_fibroblasts_2,39
1.0,1.0,0.9901960784313726,0.9754901960784313,spleen_-_cells_in_white_pulp_2,39
1.0,0.9950980392156863,0.9656862745098039,0.9215686274509803,"stomach,_lower_-_glandular_cells_2",39
0.9950980392156863,0.9950980392156863,1.0,1.0,"stomach,_upper_-_glandular_cells_2",39
1.0,1.0,1.0,0.9754901960784313,tonsil_-_germinal_center_cells_2,39
1.0,1.0,0.9901960784313726,0.9362745098039216,tonsil_-_non-germinal_center_cells_2,39
1.0,1.0,0.946078431372549,0.7990196078431373,tonsil_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9852941176470589,0.9705882352941176,urinary_bladder_-_urothelial_cells_2,39
1.0,1.0,0.9803921568627451,0.9656862745098039,"uterus,_post-menopause_-_glandular_cells_2",39
1.0,1.0,0.9166666666666666,0.6127450980392157,"uterus,_pre-menopause_-_glandular_cells_2",39
1.0,1.0,0.9754901960784313,0.8872549019607843,vagina_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9705882352941176,0.9019607843137255,vulva-anal_skin_-_epidermal_cells_2,39
1.0,1.0,0.9215686274509803,0.8725490196078431,bone_marrow_-_hematopoietic_cells_2,39
1.0,1.0,1.0,0.9852941176470589,breast_-_adipocytes_2,39
1.0,1.0,0.9803921568627451,0.9264705882352942,breast_-_myoepithelial_cells_2,39
1.0,0.9950980392156863,0.9019607843137255,0.7303921568627451,bronchus_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9901960784313726,0.9362745098039216,cerebellum_-_cells_in_molecular_layer_2,39
1.0,1.0,0.9852941176470589,0.9068627450980392,cerebral_cortex_-_neuropil_2,39
1.0,0.9901960784313726,0.9705882352941176,0.7892156862745098,"cervix,_uterine_-_glandular_cells_2",39
1.0,1.0,0.9656862745098039,0.9656862745098039,colon_-_peripheral_nerve-ganglion_2,39
1.0,1.0,0.9509803921568627,0.8823529411764706,esophagus_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9901960784313726,0.9754901960784313,fallopian_tube_-_glandular_cells_2,39
0.9950980392156863,0.9901960784313726,0.9656862745098039,0.9852941176470589,gallbladder_-_glandular_cells_2,39
1.0,1.0,0.9950980392156863,0.9901960784313726,heart_muscle_-_myocytes_2,39
1.0,1.0,0.9656862745098039,0.9019607843137255,hippocampus_-_glial_cells_2,39
0.9950980392156863,0.9950980392156863,0.9803921568627451,0.9754901960784313,kidney_-_cells_in_glomeruli_2,39
1.0,0.9950980392156863,0.9803921568627451,0.9215686274509803,kidney_-_cells_in_tubules_2,39
1.0,1.0,1.0,0.9558823529411765,lateral_ventricle_-_glial_cells_2,39
1.0,1.0,0.9607843137254902,0.8431372549019608,lateral_ventricle_-_neuronal_cells_2,39
1.0,1.0,0.9754901960784313,0.8529411764705882,liver_-_hepatocytes_2,39
0.9950980392156863,1.0,0.9901960784313726,0.946078431372549,lung_-_pneumocytes_2,39
1.0,1.0,0.9950980392156863,0.9607843137254902,nasopharynx_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9705882352941176,0.6715686274509803,ovary_-_follicle_cells_2,39
1.0,1.0,0.9558823529411765,0.7450980392156863,ovary_-_ovarian_stroma_cells_2,39
1.0,1.0,0.9558823529411765,0.6323529411764706,rectum_-_glandular_cells_2,39
1.0,1.0,0.9558823529411765,0.8480392156862745,salivary_gland_-_glandular_cells_2,39
1.0,1.0,0.9950980392156863,0.9754901960784313,seminal_vesicle_-_glandular_cells_2,39
1.0,1.0,0.9754901960784313,0.9754901960784313,skin_-_melanocytes_2,39
1.0,1.0,0.9754901960784313,0.9215686274509803,small_intestine_-_glandular_cells_2,39
1.0,1.0,0.9950980392156863,0.9852941176470589,soft_tissue_2_-_adipocytes_2,39
1.0,1.0,0.9754901960784313,0.9656862745098039,soft_tissue_2_-_fibroblasts_2,39
1.0,1.0,0.9901960784313726,0.9754901960784313,spleen_-_cells_in_white_pulp_2,39
1.0,1.0,0.9656862745098039,0.9411764705882353,"stomach,_lower_-_glandular_cells_2",39
0.9950980392156863,0.9950980392156863,0.9950980392156863,0.9950980392156863,"stomach,_upper_-_glandular_cells_2",39
1.0,1.0,1.0,0.9852941176470589,tonsil_-_germinal_center_cells_2,39
1.0,1.0,1.0,0.9852941176470589,tonsil_-_non-germinal_center_cells_2,39
1.0,1.0,0.9509803921568627,0.9215686274509803,tonsil_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9803921568627451,0.9754901960784313,urinary_bladder_-_urothelial_cells_2,39
1.0,1.0,0.9803921568627451,0.9068627450980392,"uterus,_post-menopause_-_glandular_cells_2",39
1.0,1.0,0.9313725490196079,0.7843137254901961,"uterus,_pre-menopause_-_glandular_cells_2",39
1.0,1.0,0.9705882352941176,0.8970588235294118,vagina_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9754901960784313,0.8676470588235294,vulva-anal_skin_-_epidermal_cells_2,39
1.0,1.0,0.9607843137254902,0.7892156862745098,bone_marrow_-_hematopoietic_cells_2,39
1.0,1.0,1.0,1.0,breast_-_adipocytes_2,39
1.0,1.0,0.9852941176470589,0.8823529411764706,breast_-_myoepithelial_cells_2,39
1.0,0.9950980392156863,0.9656862745098039,0.5833333333333334,bronchus_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9852941176470589,0.9901960784313726,cerebellum_-_cells_in_molecular_layer_2,39
1.0,1.0,0.9852941176470589,0.9411764705882353,cerebral_cortex_-_neuropil_2,39
1.0,0.9950980392156863,0.9607843137254902,0.7205882352941176,"cervix,_uterine_-_glandular_cells_2",39
1.0,1.0,0.9705882352941176,0.9656862745098039,colon_-_peripheral_nerve-ganglion_2,39
1.0,1.0,0.9705882352941176,0.8970588235294118,esophagus_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9950980392156863,0.9656862745098039,fallopian_tube_-_glandular_cells_2,39
0.9950980392156863,0.9901960784313726,0.9852941176470589,0.9803921568627451,gallbladder_-_glandular_cells_2,39
1.0,1.0,0.9950980392156863,0.9852941176470589,heart_muscle_-_myocytes_2,39
1.0,1.0,0.9754901960784313,0.9264705882352942,hippocampus_-_glial_cells_2,39
0.9950980392156863,0.9901960784313726,0.9901960784313726,0.9754901960784313,kidney_-_cells_in_glomeruli_2,39
1.0,1.0,0.9705882352941176,0.9215686274509803,kidney_-_cells_in_tubules_2,39
1.0,1.0,0.9950980392156863,0.9950980392156863,lateral_ventricle_-_glial_cells_2,39
1.0,1.0,0.9509803921568627,0.75,lateral_ventricle_-_neuronal_cells_2,39
1.0,1.0,0.9803921568627451,0.8088235294117647,liver_-_hepatocytes_2,39
0.9950980392156863,0.9950980392156863,0.9852941176470589,0.8921568627450981,lung_-_pneumocytes_2,39
1.0,1.0,0.9950980392156863,0.8529411764705882,nasopharynx_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9656862745098039,0.6372549019607843,ovary_-_follicle_cells_2,39
1.0,1.0,0.9509803921568627,0.8823529411764706,ovary_-_ovarian_stroma_cells_2,39
1.0,0.9950980392156863,0.9705882352941176,0.8382352941176471,rectum_-_glandular_cells_2,39
1.0,1.0,0.9803921568627451,0.7450980392156863,salivary_gland_-_glandular_cells_2,39
1.0,1.0,0.9754901960784313,0.9754901960784313,seminal_vesicle_-_glandular_cells_2,39
1.0,1.0,0.9803921568627451,0.9852941176470589,skin_-_melanocytes_2,39
1.0,1.0,0.9705882352941176,0.9411764705882353,small_intestine_-_glandular_cells_2,39
1.0,1.0,0.9950980392156863,0.9852941176470589,soft_tissue_2_-_adipocytes_2,39
1.0,1.0,0.9803921568627451,0.9754901960784313,soft_tissue_2_-_fibroblasts_2,39
1.0,1.0,1.0,0.9656862745098039,spleen_-_cells_in_white_pulp_2,39
1.0,1.0,0.9705882352941176,0.9313725490196079,"stomach,_lower_-_glandular_cells_2",39
0.9950980392156863,0.9950980392156863,1.0,1.0,"stomach,_upper_-_glandular_cells_2",39
1.0,1.0,1.0,0.9901960784313726,tonsil_-_germinal_center_cells_2,39
1.0,1.0,0.9950980392156863,0.9803921568627451,tonsil_-_non-germinal_center_cells_2,39
1.0,1.0,0.9558823529411765,0.8872549019607843,tonsil_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9754901960784313,0.9411764705882353,urinary_bladder_-_urothelial_cells_2,39
1.0,1.0,0.9803921568627451,0.9019607843137255,"uterus,_post-menopause_-_glandular_cells_2",39
1.0,1.0,0.9754901960784313,0.7549019607843137,"uterus,_pre-menopause_-_glandular_cells_2",39
1.0,1.0,0.9852941176470589,0.8480392156862745,vagina_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9754901960784313,0.9313725490196079,vulva-anal_skin_-_epidermal_cells_2,39
1.0,1.0,0.9656862745098039,0.6715686274509803,bone_marrow_-_hematopoietic_cells_2,39
1.0,1.0,1.0,0.9950980392156863,breast_-_adipocytes_2,39
1.0,1.0,0.9705882352941176,0.9068627450980392,breast_-_myoepithelial_cells_2,39
1.0,0.9950980392156863,0.9901960784313726,0.8774509803921569,bronchus_-_respiratory_epithelial_cells_2,39
1.0,1.0,0.9901960784313726,0.9705882352941176,cerebellum_-_cells_in_molecular_layer_2,39
1.0,1.0,0.9852941176470589,0.9754901960784313,cerebral_cortex_-_neuropil_2,39
1.0,0.9901960784313726,0.9411764705882353,0.8529411764705882,"cervix,_uterine_-_glandular_cells_2",39
1.0,1.0,0.9656862745098039,0.9558823529411765,colon_-_peripheral_nerve-ganglion_2,39
1.0,0.9950980392156863,0.9509803921568627,0.9411764705882353,esophagus_-_squamous_epithelial_cells_2,39
1.0,1.0,0.9901960784313726,0.9852941176470589,fallopian_tube_-_glandular_cells_2,39
0.9950980392156863,1.0,0.9852941176470589,0.9852941176470589,gallbladder_-_glandular_cells_2,39
1.0,0.9950980392156863,0.9901960784313726,0.9803921568627451,heart_muscle_-_myocytes_2,39
