epoch,loss,reconstruction_loss,divergence_loss,test_loss,test_rec,test_div
0,3222.2275,3194.474,27.753391,3399.6458,3376.4507,23.195133
0,3386.2026,3357.0298,29.172825,3395.9617,3372.695,23.266708
0,3451.0027,3421.933,29.069689,3390.1404,3366.9622,23.178152
0,3083.0366,3061.4678,21.568792,3391.4812,3368.399,23.082218
0,3169.0596,3147.3286,21.73098,3392.809,3369.819,22.990068
0,3368.2124,3341.4844,26.72807,3388.4824,3365.6272,22.855185
0,3204.0063,3180.1653,23.841064,3382.914,3360.1138,22.800323
0,3151.7378,3125.7715,25.966194,3380.055,3357.1765,22.878403
0,3282.3503,3255.3188,27.03145,3377.1504,3354.231,22.919325
0,3188.6045,3165.8352,22.76918,3373.3093,3350.2632,23.046047
0,3024.526,3002.6614,21.864594,3369.2625,3346.0667,23.195776
0,3147.8064,3123.9155,23.890842,3363.359,3339.9478,23.411219
0,3095.7563,3072.13,23.626396,3358.8555,3335.2434,23.611938
0,3168.1296,3138.3496,29.779945,3354.08,3330.213,23.867128
0,2972.4207,2948.4617,23.95909,3351.188,3327.1035,24.0844
0,2920.9414,2898.881,22.060303,3349.006,3324.8303,24.175869
0,3028.1313,3001.15,26.981373,3344.0225,3320.0754,23.947016
0,3049.4563,3025.8447,23.61163,3340.9983,3317.3567,23.64156
0,2924.9153,2900.7349,24.180477,3338.4517,3314.9292,23.522453
0,3363.8335,3336.245,27.588278,3333.5232,3309.9016,23.621685
0,2988.3677,2961.7024,26.665176,3329.9785,3306.2622,23.716188
0,2916.837,2893.0752,23.761705,3329.0059,3305.1492,23.856627
0,3126.3372,3099.624,26.713139,3326.2634,3302.3726,23.890795
0,3180.637,3156.92,23.716925,3323.217,3299.2197,23.997343
0,3288.1636,3258.755,29.408699,3319.6028,3295.6995,23.90324
0,2979.0972,2955.2632,23.834093,3316.2844,3292.4656,23.81885
0,3097.5557,3072.5151,25.040442,3313.8872,3290.2014,23.68572
0,3002.2969,2977.5903,24.706554,3312.017,3288.3752,23.641918
0,3037.8218,3013.125,24.696814,3308.0784,3284.3103,23.768164
0,3281.8235,3252.7969,29.026691,3302.6235,3278.776,23.84772
0,3210.766,3181.3298,29.43635,3298.311,3274.433,23.877842
0,2884.345,2860.2568,24.088041,3297.1467,3273.253,23.893688
0,2982.1694,2955.7778,26.391548,3295.8726,3271.906,23.966663
0,2991.4321,2965.7612,25.670925,3297.2883,3273.1443,24.144045
0,3061.0288,3033.7068,27.322058,3297.363,3273.2622,24.10087
0,3390.5095,3361.4136,29.095833,3286.74,3263.0354,23.704603
0,2867.5403,2841.1995,26.34076,3283.128,3259.7048,23.423145
0,2949.7043,2927.4224,22.281967,3280.0842,3256.7087,23.37541
0,3152.9211,3125.3953,27.52594,3277.458,3254.0105,23.44748
0,3139.0767,3111.8171,27.259565,3273.3784,3249.717,23.661467
0,3013.4111,2981.8774,31.533604,3265.6697,3241.783,23.886623
0,3069.4302,3041.427,28.003122,3264.026,3239.9893,24.036608
0,3055.6748,3030.06,25.61472,3262.8171,3238.702,24.115261
0,3012.329,2987.4597,24.869486,3259.2288,3235.0945,24.13427
0,2867.5576,2845.588,21.96965,3257.0706,3232.882,24.188585
0,3154.6997,3127.2012,27.498419,3258.814,3234.3862,24.427753
0,2879.9968,2854.6782,25.31855,3253.309,3228.9697,24.339464
0,2840.3616,2815.7415,24.620115,3248.1443,3223.9458,24.198366
0,2989.7678,2963.6455,26.122395,3245.612,3221.646,23.965992
0,3109.6135,3082.8745,26.739042,3240.8484,3217.0806,23.767704
0,3220.4485,3194.0862,26.362408,3234.3767,3210.5964,23.780153
0,3042.5352,3015.98,26.555088,3230.4277,3206.5017,23.926077
0,2759.7922,2734.838,24.954304,3228.9143,3204.9934,23.920834
0,2898.7407,2875.1675,23.573298,3225.0903,3201.204,23.886179
0,2918.7842,2892.6604,26.123821,3218.4287,3194.4111,24.01761
0,3141.3044,3110.5566,30.747742,3216.5706,3192.5532,24.017263
0,3195.209,3166.6355,28.5736,3214.1396,3190.0095,24.130041
0,2954.8916,2930.019,24.872612,3214.2356,3189.8481,24.38747
0,2898.5364,2871.5583,26.978142,3212.1836,3187.6638,24.519655
0,3021.536,2993.7236,27.812355,3203.4814,3178.8872,24.594162
0,3127.4355,3095.441,31.994553,3204.4434,3179.823,24.620436
0,2921.8706,2895.518,26.352543,3205.2512,3180.6926,24.558712
0,3099.0264,3067.7017,31.324757,3201.0127,3176.65,24.362806
0,2886.3328,2861.3662,24.966507,3204.5498,3180.3174,24.232534
0,2875.2742,2848.246,27.028101,3197.8047,3173.6013,24.203472
0,2796.3643,2772.4946,23.869516,3204.7114,3180.3132,24.398092
0,3006.373,2979.2048,27.168243,3192.895,3168.2776,24.617477
0,2840.834,2813.8982,26.935781,3196.5242,3171.57,24.954193
0,3030.936,3002.2017,28.73432,3188.8564,3163.7705,25.085903
0,2870.524,2845.868,24.655884,3182.479,3157.2737,25.205318
0,2970.7778,2942.585,28.192917,3185.048,3159.7573,25.290846
0,2774.4321,2749.9878,24.444431,3181.6094,3156.1167,25.492731
0,2745.862,2722.1162,23.745749,3181.5657,3155.8447,25.720943
0,2853.6013,2824.4668,29.134628,3178.3118,3152.5747,25.737019
0,2901.767,2873.995,27.771935,3172.3145,3146.6367,25.677788
0,2967.0996,2934.652,32.447548,3177.3997,3151.7175,25.682238
0,2777.8887,2747.852,30.036531,3172.0547,3146.2341,25.820438
0,3023.2156,2991.8843,31.331234,3169.949,3143.9568,25.992233
0,2925.5144,2896.1138,29.40064,3169.229,3142.9844,26.244627
0,2760.8916,2733.438,27.453503,3169.191,3142.8118,26.37918
0,2713.7512,2684.7795,28.971588,3167.4417,3141.0554,26.386196
0,2779.96,2750.5884,29.37165,3165.8936,3139.5042,26.389402
0,2845.0999,2815.231,29.868835,3164.828,3138.4297,26.398092
0,2846.2883,2813.3252,32.963165,3160.0454,3133.752,26.293486
0,2709.932,2683.6323,26.29948,3156.1438,3129.982,26.161747
0,2853.271,2825.306,27.96513,3153.0288,3126.869,26.159912
0,2770.0544,2740.2363,29.818138,3149.4106,3123.2742,26.136576
0,2996.115,2970.413,25.701849,3148.1514,3121.8342,26.317148
1,2776.2217,2743.0146,33.207058,3150.3901,3124.1719,26.21832
1,2898.1956,2867.0732,31.122293,3149.4202,3123.254,26.166374
1,2744.5461,2716.792,27.754189,3146.658,3120.4707,26.187141
1,2882.0176,2851.5923,30.425283,3139.197,3113.0366,26.160448
1,2749.3347,2721.0137,28.320969,3134.5095,3108.29,26.219538
1,2905.9072,2871.811,34.096188,3134.338,3108.1587,26.17926
1,2780.981,2752.2527,28.72836,3135.0303,3108.828,26.20236
1,2855.3398,2822.8428,32.497158,3139.8418,3113.6917,26.15021
1,2770.0288,2740.6392,29.389746,3135.094,3109.0208,26.07317
1,2773.779,2744.2837,29.495289,3129.199,3103.0671,26.131744
1,2942.256,2907.5461,34.70997,3126.375,3100.3464,26.028648
1,2638.4316,2614.3623,24.069445,3126.4148,3100.4172,25.997534
1,2776.583,2748.4604,28.12245,3126.1472,3099.9512,26.196066
1,2736.5627,2704.4204,32.14232,3118.9136,3092.5574,26.356283
1,2779.779,2747.2063,32.57286,3118.286,3091.8308,26.45503
1,2743.2615,2713.4612,29.80035,3115.1926,3088.6187,26.573908
1,2661.2698,2633.4238,27.846031,3112.5664,3085.9832,26.583212
1,2692.3594,2663.7407,28.618551,3112.3804,3085.868,26.512388
1,2732.6157,2700.2473,32.368393,3103.2495,3076.8223,26.42717
1,2683.8032,2650.547,33.256016,3102.7522,3076.256,26.495989
1,2751.0396,2720.3823,30.657333,3096.855,3070.257,26.597843
1,2715.4807,2686.939,28.541798,3095.937,3069.101,26.835964
1,2691.8157,2661.2886,30.52715,3094.6152,3067.496,27.119164
1,2707.8271,2676.002,31.825165,3091.4836,3064.1814,27.30218
1,2687.1118,2656.5493,30.562563,3096.7185,3069.151,27.56767
1,2713.963,2682.2375,31.725283,3089.299,3061.6682,27.63087
1,2661.3916,2630.333,31.058517,3084.2979,3056.6526,27.645277
1,2568.6567,2540.2212,28.435467,3085.792,3058.1907,27.601398
1,2524.7107,2489.1028,35.60781,3083.2205,3055.6912,27.529314
1,2571.401,2541.335,30.065916,3082.4197,3054.8945,27.525131
1,2731.558,2695.4426,36.115524,3079.8801,3052.5713,27.308952
1,2836.7793,2799.8508,36.928413,3075.2217,3047.9556,27.266165
1,2540.8184,2512.361,28.45716,3072.1255,3044.81,27.315372
1,2706.5537,2675.8062,30.747513,3067.489,3040.0671,27.421822
1,2703.4885,2668.519,34.969524,3071.8384,3044.5542,27.284079
1,2578.0444,2549.5706,28.473803,3071.219,3043.8955,27.323532
1,2663.58,2628.3655,35.21448,3065.0254,3037.447,27.578463
1,2588.2773,2554.1855,34.091675,3066.801,3039.0415,27.759602
1,2601.3591,2571.2178,30.141426,3062.6272,3034.9546,27.672626
1,2643.9675,2610.3882,33.579308,3065.267,3037.7478,27.519243
1,2831.1733,2796.6304,34.543022,3052.4656,3025.0264,27.439247
1,2659.3687,2627.9685,31.400215,3060.4746,3032.9053,27.569437
1,2647.1604,2613.69,33.470367,3051.7239,3024.0996,27.624336
1,2649.9038,2616.2847,33.619247,3046.1343,3018.219,27.91532
1,2636.4392,2605.6633,30.775948,3047.4766,3019.1787,28.297785
1,2510.049,2479.3208,30.728392,3045.9993,3016.915,29.084171
1,2685.858,2651.538,34.31981,3038.294,3009.1946,29.099453
1,2663.0342,2632.8267,30.20753,3029.0847,3000.3071,28.77764
1,2515.116,2481.1387,33.977272,3033.3916,3005.0667,28.325012
1,2555.363,2525.338,30.025112,3019.1511,2990.997,28.153994
1,2567.1675,2535.0347,32.132908,3021.1353,2993.0356,28.099709
1,2626.6646,2595.718,30.94662,3021.219,2992.9846,28.234348
1,2543.5908,2509.4224,34.168335,3008.4617,2980.0217,28.439976
1,2586.0388,2549.319,36.71977,3013.3433,2984.516,28.82706
1,2458.2163,2427.2012,31.015041,3012.5215,2983.4187,29.102848
1,2649.481,2611.7754,37.70568,3020.8132,2991.6677,29.145517
1,2590.4539,2549.894,40.559723,3006.8184,2978.1907,28.62757
1,2520.392,2482.6367,37.75531,3022.5166,2994.2812,28.235243
1,2600.9045,2565.0718,35.832695,3010.8606,2982.5557,28.30493
1,2514.8254,2484.019,30.806421,3009.7297,2981.1865,28.54316
1,2455.7476,2426.3564,29.39101,3014.7527,2986.0361,28.716558
1,2579.6714,2546.2375,33.43389,3005.2864,2976.5322,28.75413
1,2593.6687,2558.9263,34.742508,3008.3708,2979.5635,28.807478
1,2670.7563,2637.104,33.652325,2994.6436,2965.7124,28.93112
1,2490.026,2452.7002,37.325714,2994.9968,2965.9468,29.050058
1,2555.6194,2524.0564,31.563032,2997.4321,2968.2703,29.16179
1,2573.2888,2539.1218,34.166893,2993.28,2964.132,29.148024
1,2504.3127,2469.9595,34.35334,2990.7551,2961.6218,29.13329
1,2567.5583,2532.1365,35.421993,2984.3606,2955.0217,29.338856
1,2517.8584,2482.8728,34.985527,2983.1218,2953.3323,29.789536
1,2444.1294,2409.352,34.777256,2984.3135,2954.1104,30.20317
1,2473.854,2436.9648,36.889248,2976.3896,2946.1675,30.222069
1,2491.7307,2450.1895,41.541348,2971.4502,2941.422,30.02807
1,2535.3386,2501.281,34.057602,2966.7354,2937.0825,29.652893
1,2466.0144,2430.44,35.57454,2965.2324,2935.881,29.351353
1,2494.498,2458.616,35.882034,2963.433,2934.3262,29.106857
1,2388.5654,2355.9834,32.581936,2959.2039,2930.2725,28.931501
1,2485.5981,2452.874,32.72414,2955.5955,2926.666,28.929504
1,2407.597,2377.374,30.222816,2953.945,2924.8477,29.097494
1,2510.666,2471.201,39.46512,2950.4827,2921.0813,29.401339
1,2450.5667,2415.4097,35.15698,2952.7498,2922.964,29.785559
1,2387.999,2354.3474,33.6516,2955.5623,2925.5483,30.013966
1,2428.628,2396.2363,32.391502,2953.1724,2923.1025,30.069935
1,2472.5344,2437.7622,34.77212,2950.9353,2920.908,30.02739
1,2423.875,2389.1353,34.739723,2951.8403,2921.9316,29.908669
1,2347.9062,2315.142,32.764072,2957.0525,2927.2642,29.788216
1,2531.5227,2492.2583,39.264492,2947.1401,2917.211,29.929167
1,2514.3857,2475.0073,39.378487,2952.458,2922.2869,30.171196
1,2612.0166,2575.5088,36.507782,2954.7297,2924.4238,30.305988
1,2319.0088,2291.8936,27.115322,2950.4402,2920.1377,30.302519
1,2437.8005,2404.267,33.533566,2949.671,2919.584,30.086992
1,2366.539,2330.5767,35.962524,2941.897,2911.7786,30.118334
1,2392.8647,2355.7705,37.094273,2940.4495,2910.3003,30.149216
1,2282.0928,2253.065,29.027824,2940.9778,2910.8071,30.170616
1,2395.9702,2361.0833,34.886963,2942.8303,2912.4858,30.344395
1,2515.6038,2472.9905,42.61335,2941.9612,2911.4084,30.552706
1,2455.7117,2420.7812,34.93033,2931.5085,2900.7544,30.75409
1,2351.5525,2314.8196,36.73297,2929.7737,2898.742,31.031668
1,2483.0928,2441.3933,41.69952,2926.6272,2895.4075,31.21979
1,2337.7898,2303.3481,34.441727,2927.9265,2896.8313,31.09533
1,2327.7256,2294.2583,33.467365,2929.1526,2898.1375,31.01512
1,2472.3716,2431.816,40.55562,2924.5603,2893.5537,31.00668
1,2381.48,2344.1116,37.368336,2920.9368,2889.9885,30.948189
1,2238.5176,2207.437,31.080612,2921.9897,2890.9893,31.000486
1,2353.2754,2312.9783,40.29719,2922.476,2891.3062,31.1698
1,2343.5657,2308.13,35.435883,2922.9387,2891.6523,31.28647
1,2469.9602,2425.5088,44.451355,2923.049,2891.77,31.279076
1,2320.8452,2286.1904,34.654762,2923.238,2891.962,31.276081
1,2411.2368,2369.9233,41.313538,2921.6108,2890.5068,31.104002
1,2266.2,2231.2883,34.911682,2919.494,2888.3464,31.14746
1,2406.416,2369.4648,36.95106,2920.8154,2889.492,31.323463
1,2292.8953,2258.7146,34.18074,2922.0637,2890.5007,31.563017
1,2426.903,2383.851,43.05204,2915.636,2883.811,31.824987
1,2226.672,2191.4893,35.18284,2920.6108,2888.5103,32.100605
1,2271.7869,2233.379,38.40791,2922.6091,2890.2415,32.36771
1,2386.5437,2349.36,37.18357,2914.658,2882.3235,32.334362
1,2357.1804,2313.8643,43.3161,2907.8105,2875.565,32.24555
1,2303.8293,2262.0789,41.750538,2906.4644,2874.4521,32.012253
1,2256.9878,2218.3813,38.60639,2905.8298,2873.9844,31.845373
1,2203.0244,2166.0325,36.991966,2897.2493,2865.4368,31.812511
1,2296.1143,2258.073,38.041348,2896.2417,2864.4116,31.830006
1,2463.8813,2423.0786,40.802753,2888.7625,2856.7612,32.00121
1,2347.2483,2310.871,36.377144,2888.3083,2856.0571,32.25126
1,2296.2063,2252.917,43.28926,2880.4026,2848.0928,32.30974
1,2187.3257,2153.749,33.57672,2876.8025,2844.3567,32.445786
1,2175.8389,2139.25,36.588814,2873.5376,2841.1182,32.419514
1,2239.3774,2196.2224,43.154907,2871.2073,2838.7808,32.426533
1,2271.8013,2233.5974,38.20384,2871.4014,2839.014,32.387512
1,2312.9548,2272.5486,40.40632,2870.8274,2838.2686,32.558796
1,2228.4702,2190.2078,38.262413,2867.7083,2835.0276,32.680645
1,2214.093,2176.4739,37.61918,2872.2927,2839.6,32.692657
1,2272.7307,2236.103,36.62775,2860.9226,2828.1719,32.75068
1,2234.114,2191.4546,42.65931,2861.6987,2828.7947,32.903988
1,2266.8171,2227.2983,39.518826,2857.2473,2824.1448,33.10245
1,2176.5684,2138.0137,38.554787,2856.5515,2823.1365,33.41509
1,2139.4578,2103.075,36.382698,2857.5686,2823.8987,33.66997
1,2218.9958,2176.7725,42.223328,2859.7844,2826.0186,33.76587
1,2289.0764,2250.3916,38.684742,2856.9812,2823.5198,33.461506
1,2250.9197,2205.2007,45.718895,2859.0334,2825.674,33.359276
1,2289.0955,2240.7483,48.34706,2868.7976,2835.472,33.325645
1,2383.0178,2339.1663,43.851524,2873.8496,2840.6345,33.2152
1,2210.888,2167.6416,43.246304,2872.8088,2839.686,33.122803
1,2208.297,2168.1516,40.145454,2867.9265,2834.908,33.01848
1,2212.1223,2169.1309,42.991573,2874.0347,2840.8127,33.22203
1,2215.8315,2175.799,40.032593,2878.8596,2845.446,33.413677
1,2157.4968,2119.718,37.778694,2877.5354,2843.7463,33.78899
1,2247.0076,2208.104,38.903645,2874.9087,2840.48,34.42878
1,2066.838,2032.2316,34.606438,2886.7695,2851.752,35.0176
1,2124.7258,2083.5627,41.163017,2877.9329,2842.7039,35.229065
1,2143.7437,2099.6577,44.085995,2875.9282,2840.8862,35.042007
1,2181.9487,2136.1575,45.791317,2865.691,2831.1172,34.57364
1,2084.8618,2045.7017,39.160133,2868.0796,2833.8184,34.2612
1,2189.6904,2150.813,38.87751,2865.072,2830.9822,34.089737
1,2236.1975,2195.522,40.675518,2870.8066,2836.508,34.298565
1,2220.1614,2176.7644,43.396873,2864.4646,2829.861,34.603462
1,2120.2131,2077.144,43.069195,2870.7727,2835.7185,35.054146
1,2165.4133,2123.3452,42.068047,2865.808,2830.1936,35.614567
1,2089.9436,2044.8811,45.062584,2870.817,2834.9175,35.899414
1,2120.0344,2078.8367,41.197727,2870.7659,2834.6814,36.08455
1,2131.553,2087.5823,43.970753,2864.167,2828.2222,35.94481
1,2190.2727,2143.9736,46.299126,2857.6992,2821.894,35.80514
1,2203.698,2154.978,48.719925,2858.568,2822.8635,35.704544
1,2060.8445,2020.1854,40.65898,2860.404,2824.794,35.610004
1,2105.8599,2060.7957,45.064087,2859.867,2824.414,35.452854
1,2122.4802,2070.014,52.4662,2853.9045,2818.581,35.323524
1,2128.8762,2083.5288,45.347443,2856.0154,2820.414,35.601414
1,2052.2646,2012.4021,39.862637,2856.8635,2820.9744,35.889275
1,2207.5295,2156.814,50.715576,2848.7124,2812.9607,35.75168
1,2093.7356,2048.3694,45.36621,2847.146,2811.508,35.637962
1,2058.202,2011.2015,47.000454,2844.7935,2809.409,35.38463
1,1980.758,1941.7871,38.97099,2848.3752,2813.1375,35.237804
1,2101.7478,2057.0674,44.680492,2849.0764,2813.7834,35.293
1,2024.6526,1980.5867,44.06597,2841.5168,2806.0222,35.494698
1,2201.9382,2149.8958,52.042454,2836.3208,2800.5022,35.818497
1,2019.7566,1972.1033,47.653286,2839.924,2803.7285,36.195652
1,2038.1886,1994.2982,43.89039,2843.7083,2807.3328,36.375416
1,2075.223,2024.5856,50.637367,2838.644,2802.4067,36.23742
1,2077.5435,2028.073,49.47045,2833.187,2797.2983,35.888603
1,1924.7054,1879.8456,44.859833,2832.6396,2797.0054,35.63439
1,2037.5864,1993.2529,44.333508,2834.1472,2798.5933,35.55394
1,2048.3618,2003.6218,44.74005,2836.8643,2801.1418,35.722427
1,1987.2899,1944.5118,42.77807,2838.0554,2802.114,35.94143
1,2019.361,1969.2278,50.13318,2835.2683,2799.2686,35.999744
1,2057.284,2012.3934,44.890385,2836.9001,2800.7373,36.162804
1,2002.7395,1951.9312,50.808388,2832.7524,2796.4634,36.28904
1,2073.7092,2022.5753,51.13386,2827.059,2790.9553,36.103806
1,2052.4321,2005.877,46.555134,2831.9226,2795.7607,36.161953
1,1953.6948,1907.5627,46.132126,2836.9412,2800.7585,36.182667
1,1970.2042,1923.2267,46.97753,2836.42,2800.523,35.897015
1,2008.265,1958.1829,50.08219,2831.737,2795.912,35.82494
1,1984.2021,1938.0675,46.13459,2833.6724,2797.5447,36.127594
1,2135.24,2086.6367,48.603218,2835.942,2799.5784,36.363495
1,1988.5594,1943.2161,45.343437,2836.3308,2799.9492,36.381516
1,1973.3501,1928.029,45.321053,2830.1438,2793.7395,36.404392
1,2006.279,1961.1915,45.087536,2833.7446,2797.0647,36.67993
1,1984.4792,1936.9672,47.51207,2825.931,2789.0059,36.92502
1,1895.2953,1849.8033,45.491905,2831.0999,2794.0815,37.01828
1,2006.091,1960.7472,45.343773,2833.703,2796.648,37.054874
