,HMR_8436,HMR_3179,HMR_6021,HMR_1465,HMR_4546,label,file_n
0,421.1097763456456,75.37749088613026,-360.4373394968808,32.933380093008175,0.0,liver_hepatocytes,0
1,278.28319078510526,267.99296836376783,-141.1208732888943,6.742042281504219,0.0,liver_hepatocytes,0
2,170.9105171863004,249.43673319115672,20.291673515996365,-0.2964263114165675,0.0,liver_hepatocytes,0
3,255.34910256741531,261.54443847425216,23.729106500011028,54.09171183438373,0.0,liver_hepatocytes,0
4,796.2605851567155,47.29212075924517,601.0498412717824,-70.0135324514049,0.0,liver_hepatocytes,0
5,178.70620159472037,270.0535192992887,-109.35809781837604,-17.18055478252493,0.0,liver_hepatocytes,0
6,414.2014983943617,-50.50906090032143,50.34890797774028,15.844438681888072,0.0,liver_hepatocytes,0
7,231.43929479055132,255.66564517370335,10.73866962753334,17.985766210530798,0.0,liver_hepatocytes,0
8,472.2314974629849,816.964348020556,842.9776849184582,11.171285627263249,0.0,liver_hepatocytes,0
9,661.4041053757654,134.98928857713008,395.9523050889194,-59.18941872211275,0.0,liver_hepatocytes,0
10,208.5371168200057,304.6899709270021,-42.9473893927381,-3.1937144348303974,0.0,liver_hepatocytes,0
11,265.60918076850487,283.00826422561806,-85.54558639055443,15.556113838968102,0.0,liver_hepatocytes,0
12,119.52387417489314,122.53401977665162,-125.8519155711576,41.7193293812934,0.0,liver_hepatocytes,0
13,214.3621431979436,314.80338207775503,-148.9835700307615,14.506833627380589,0.0,liver_hepatocytes,0
14,419.8287992212726,402.6862801793367,-71.12695814804783,-17.535604258616814,0.0,liver_hepatocytes,0
15,97.66389098724544,264.3323962561078,6.56918726273102,16.978948886064813,0.0,liver_hepatocytes,0
16,186.7954416438212,219.07485756127508,-123.08368680656775,12.744608077440889,0.0,liver_hepatocytes,0
17,459.1994718444044,225.95346699103067,-239.58334996800255,62.88892418506608,0.0,liver_hepatocytes,0
18,140.02954757132338,54.118815919283634,91.55047845967766,-32.75901829829444,0.0,liver_hepatocytes,0
19,380.41212910726847,314.7123762356834,34.27075827058417,31.436330647451,0.0,liver_hepatocytes,0
20,365.5658767573805,212.2991561624589,-85.75302045070498,13.05895199448338,0.0,liver_hepatocytes,0
21,139.81640473872352,96.3060457355632,-19.60021524180304,-49.220832896924,0.0,liver_hepatocytes,0
22,356.5450032299292,372.9872149611937,-240.86332718904023,16.4137768052447,0.0,liver_hepatocytes,1
23,479.57099643708966,287.14964530752445,249.56530369843867,14.744528768053712,0.0,liver_hepatocytes,1
24,240.75847920793692,165.2338632799504,103.3762631847552,47.45086243153347,0.0,liver_hepatocytes,1
25,350.08934562854034,318.8851870540761,8.910655053355413,34.31765845131605,0.0,liver_hepatocytes,1
26,168.71400073405192,237.50304122586124,-116.79328068119288,37.19815395811401,0.0,liver_hepatocytes,1
27,395.3369305994207,294.251282577009,-283.879453881649,-6.7151002503211785,0.0,liver_hepatocytes,1
28,430.44184315247975,77.64275739485595,-90.8342541595146,17.34177799480662,0.0,liver_hepatocytes,1
29,429.2250009352293,157.32784449363453,112.6373596556906,25.143875118877254,0.0,liver_hepatocytes,1
30,400.0922838034104,261.52554029650315,10.423139706006909,-28.707605311457456,0.0,liver_hepatocytes,1
31,492.2107862927946,238.55580186791923,-57.00709910745559,19.481546374500176,0.0,liver_hepatocytes,1
32,557.6285227894634,264.3373656372671,44.160520344575616,-25.453985890182665,0.0,liver_hepatocytes,1
33,471.5774200972739,183.8463064167613,-10.96379736781654,26.304876745068377,0.0,liver_hepatocytes,1
34,557.7598447713353,219.0456768322094,-239.0008946532033,20.179544991263757,0.0,liver_hepatocytes,1
35,262.64392397231575,213.4669502941816,-238.44102146484008,-1.1513082653749294,0.0,liver_hepatocytes,1
36,214.1354080403601,106.34946964193388,52.28811800009606,28.705008650277662,0.0,liver_hepatocytes,1
37,357.6515509829071,218.7413795042121,297.54814514217765,5.002882071584146,0.0,liver_hepatocytes,1
38,204.1001462476272,240.62009804826164,-151.1449932037313,2.369973027005124,0.0,liver_hepatocytes,1
39,230.00329721923367,95.2235369350128,-68.85576338822244,-48.32188682952223,0.0,liver_hepatocytes,1
40,395.9728692785367,504.3777479756675,-228.1374472458087,-41.61771887130481,0.0,liver_hepatocytes,1
41,347.2160501194567,363.2466981728733,-11.39120767418524,6.116265003993711,0.0,liver_hepatocytes,1
42,406.06106884194566,283.47112687690964,55.20438310168515,-5.191604207851015,0.0,liver_hepatocytes,1
43,357.9441411950454,246.5279154641425,151.89936889470127,-6.459362477206909,0.0,liver_hepatocytes,1
44,329.5513748039388,246.7854711046669,-61.625203931601845,16.314935010157157,0.0,liver_hepatocytes,2
45,243.80347730565737,-44.720217679951816,-131.93198656939143,9.675549899976495,0.0,liver_hepatocytes,2
46,257.224267401567,340.72406389208527,-260.5022575680616,-5.029450503047031,0.0,liver_hepatocytes,2
47,218.40964698345488,282.7623604656004,-28.1667932023754,35.76250171160512,0.0,liver_hepatocytes,2
48,293.2568457316891,102.48046890284562,-66.50805260535844,8.992460889072035,0.0,liver_hepatocytes,2
49,379.9618975752935,106.37435598284104,102.02602026896238,-26.40083532755677,0.0,liver_hepatocytes,2
50,410.56180751674106,274.1037117073989,-324.9229570515538,42.45558124636916,0.0,liver_hepatocytes,2
51,349.3413544807884,161.10189343915735,-249.64763592588076,13.366048823940524,0.0,liver_hepatocytes,2
52,417.2742941557531,104.4392971213828,-126.15892089256944,18.19692125047623,0.0,liver_hepatocytes,2
53,453.6702270182834,60.60362926220786,-121.79144375463534,31.71244069506487,0.0,liver_hepatocytes,2
54,258.6205099568622,245.15704394577196,-48.22867623742269,32.29905379013304,0.0,liver_hepatocytes,2
55,353.3161914934052,186.60782941676752,-84.27382750325415,3.225857201783853,0.0,liver_hepatocytes,2
56,215.13725152111385,153.90095796136723,-196.9632647657129,-16.348165403208895,0.0,liver_hepatocytes,2
57,352.24408048796414,132.55946838881832,-183.69077290231365,19.629182750779396,0.0,liver_hepatocytes,2
58,497.7193264055168,273.2254893609082,-14.930020080963573,-13.969809268683264,0.0,liver_hepatocytes,2
59,303.09436777035035,101.4042434858482,-37.42711261580979,4.762644852538841,0.0,liver_hepatocytes,2
60,233.8414361205243,257.8349644974257,-76.47790804411125,25.512471709696698,0.0,liver_hepatocytes,2
61,268.1048500488324,81.64859466868245,57.82360052492282,59.9964527164044,0.0,liver_hepatocytes,2
62,262.9633871307892,112.55211368294286,25.84365133738362,51.17055110092169,0.0,liver_hepatocytes,2
63,227.88142056518245,275.5098365771016,-42.73166222520712,36.9577931579556,0.0,liver_hepatocytes,2
