label,kmeans_cluster
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
"uterus,_post-menopause_-_glandular_cells_2",28
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
breast_-_adipocytes_2,1
