emb0,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,emb21,emb22,emb23,emb24,emb25,emb26,emb27,emb28,emb29,emb30,emb31,label,file_n,sample_n,file_name
1.3673265,4.5340757,0.38047236,1.0430872,0.17727083,0.41966635,1.1679784,0.55680907,0.65834343,1.0669067,0.4413373,1.6185415,2.3737345,1.0477126,0.50608873,0.35588193,0.4066532,0.700861,1.0071801,-1.709636,5.087945,1.2655594,0.27887332,2.2819252,2.8100827,-0.455351,-0.8400042,0.730537,0.7037166,0.347049,1.3188592,1.4564979,"uterus,_post-menopause_-_glandular_cells_2",0,1951,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.3863405,3.601878,2.009467,1.6831343,0.16391772,0.41060096,1.1691064,1.6563317,1.7012595,2.638753,1.1711876,0.8710968,-0.28024167,1.2264745,0.5969738,0.01371938,0.9085665,1.3146943,-0.8910878,-1.4205644,2.0359867,1.0839329,1.9505129,1.8946742,1.7208341,-0.09459323,-0.19587106,0.8616448,0.313048,0.74569553,0.4438137,1.2580339,"uterus,_post-menopause_-_glandular_cells_2",0,2620,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
-0.18811697,2.91773,1.9828277,1.1137849,0.6344918,1.8202103,0.4810254,1.2573762,1.4671711,1.6800833,0.98038703,0.64826655,1.201054,0.46784854,0.0025389194,0.1333363,0.97688127,1.1284997,-0.3127318,-0.16681635,1.8109722,0.45570245,0.25712,1.8851335,2.524797,-0.15385747,-0.13268685,0.72869384,0.74384236,1.0671229,1.7919576,1.6677704,"uterus,_post-menopause_-_glandular_cells_2",0,3282,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
-0.27746934,2.96051,0.5697285,0.99695307,0.5470407,1.2235644,0.008048058,0.99181867,1.1539223,1.960859,-0.24207485,1.0173516,1.7664553,0.82579243,0.5308641,0.82776433,0.37533045,1.7361853,-0.45793593,-0.98527247,1.4413316,1.2756286,1.5041478,1.4881576,3.0763242,-0.6501698,0.1387626,1.4101948,0.3522628,0.80318385,0.53710973,1.6798216,"uterus,_post-menopause_-_glandular_cells_2",0,499,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.75358796,3.6535242,1.2992976,2.9686491,0.78802055,0.9040104,1.4126241,1.3987335,2.1352644,0.86921453,0.0920372,0.76089764,2.6845908,0.19841236,1.2067138,-0.36182362,0.86356837,1.5020001,-0.03624308,-0.48779893,3.098157,0.28740203,0.43290067,1.8215637,2.1126707,0.34713292,-0.6092684,0.51857454,1.0132877,0.001317203,1.4700979,0.90196645,"uterus,_post-menopause_-_glandular_cells_2",0,4891,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.2879979,3.208373,1.9732449,2.579317,0.7667646,2.120071,0.5264326,1.4922098,1.3443757,1.8137983,0.6356151,0.38757104,0.53441536,0.45981902,0.7649871,0.82410085,1.582856,1.5979944,-0.5755301,-1.0493376,2.117302,0.8811442,1.0640683,1.6570681,2.0013614,-0.45923734,0.35808712,0.7065075,0.7413855,1.5855497,1.622466,1.314771,"uterus,_post-menopause_-_glandular_cells_2",0,3842,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.39961332,3.3272295,1.7102593,1.3413367,-0.31532216,1.2408023,1.1349775,1.8427002,1.2362072,1.5777141,0.75965875,0.8369216,0.1731357,0.48969305,0.48015958,0.0593431,1.3769825,1.0618355,0.12752253,0.26689923,2.8242602,0.45895904,0.8430619,1.9485329,2.4518723,0.019553363,-0.6653986,0.84080064,0.9493712,0.8117035,1.284457,1.4785951,"uterus,_post-menopause_-_glandular_cells_2",0,138,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.91753674,2.3684175,1.610001,2.0454607,0.68052125,0.7897409,0.61877203,1.5860089,1.1871064,1.9348705,0.0787698,0.5354825,0.14735949,1.6794603,0.8309659,1.1531842,1.0158823,1.6227026,-1.113317,-1.1407049,1.8947723,1.1132883,1.8395125,1.1528481,2.720747,-0.23461878,0.28174207,-0.0029391646,0.90117687,0.6415412,0.909584,1.0348535,"uterus,_post-menopause_-_glandular_cells_2",0,1831,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.6615507,4.493405,2.1041274,0.8344242,0.91392905,0.6908467,0.69204843,2.1682215,1.1823229,3.8076026,0.83662975,0.29852927,-0.5725214,1.840889,0.2727477,1.8727043,1.7333851,1.014402,-0.32759285,-1.1338472,2.4368181,1.0058908,1.2277298,1.612149,2.647695,-0.8404855,0.1841408,0.84727037,0.1565997,2.1176865,0.6357652,1.1467433,"uterus,_post-menopause_-_glandular_cells_2",0,3706,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.87520105,3.0357366,1.3654511,1.0269614,0.5208647,0.9389708,1.587251,1.5261799,1.2324735,1.649038,0.52886087,1.5175437,0.7532007,1.2011751,0.7884966,-0.057664156,0.63631666,1.444301,-0.60329163,-0.5506578,2.7113075,0.7555117,1.39785,2.092852,2.202373,-0.02521509,-0.4303596,1.1754633,1.05247,0.52660334,0.47815973,1.4819385,"uterus,_post-menopause_-_glandular_cells_2",0,2964,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.13323748,2.5629861,0.9496356,1.5694536,0.77460873,1.3798059,0.58743185,1.6638325,0.27908975,1.6006536,0.07804513,0.6157166,0.7428943,0.42763472,0.48781884,0.67152214,1.0374719,-0.1443255,0.14206904,0.25123686,2.6323268,-0.008290768,0.29247874,0.86280936,2.3463109,-0.6550159,-0.09631449,1.253337,0.6199427,0.34536666,0.676376,0.93889284,"uterus,_post-menopause_-_glandular_cells_2",0,4852,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.0612092,2.9235196,0.9078105,1.6221944,0.28014737,1.070961,0.67069185,0.87798536,1.1394242,1.1977612,0.35290855,-0.0064296722,1.3211236,0.6216523,0.36957693,-0.25606728,0.39164937,0.79424834,-0.17751783,-0.8519891,2.8883364,1.8781949,0.56263787,0.4882143,1.9107451,-0.13595349,0.36900657,0.45144877,2.2012732,0.17398852,0.62020075,1.8972955,"uterus,_post-menopause_-_glandular_cells_2",0,3755,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.4987619,3.2483943,1.6460764,1.9174352,0.7427665,0.8643458,1.1622368,1.1479868,0.94732344,1.2635565,-0.0034981966,0.9479197,0.9380136,0.9669579,1.3504851,0.4220614,0.8955091,1.4991887,-0.16068274,-0.40236658,2.3769076,0.63264525,1.4561139,1.7105054,1.9524102,0.75564754,0.34054515,0.29737794,1.0609099,0.76176614,1.1013532,1.0829648,"uterus,_post-menopause_-_glandular_cells_2",0,1432,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
0.6451535,3.9220703,1.311345,1.402982,0.64246535,1.4125278,1.3423662,1.0633471,1.201984,1.6825606,0.21176511,1.0878792,1.3670267,0.5357927,0.30332065,-0.16300672,1.35131,1.1127172,0.2191171,0.1663729,3.3422658,1.0323346,0.24451911,1.9173747,2.9493303,-0.1634742,0.25286388,1.2771639,1.5595143,0.23185718,0.9139242,1.5729876,"uterus,_post-menopause_-_glandular_cells_2",0,39,"uterus,_post-menopause_-_glandular_cells_2_5000(2)"
1.1114924,0.29300523,1.1099529,2.4395947,0.7204528,1.0923755,0.5888248,0.16111052,0.8030807,1.3769785,0.6756413,1.9440898,1.7657144,0.47222617,2.0530977,-0.8968453,1.4310933,0.70972204,1.1131505,2.341959,0.8760673,1.1140897,0.06982237,-0.25054044,1.6687708,1.2085183,1.9784129,-0.009619176,0.5038114,1.1361759,2.298355,1.2207923,breast_-_adipocytes_2,1,2244,breast_-_adipocytes_2_5000(1)
0.35237068,0.674896,0.6526042,2.886753,0.7427841,1.7445352,1.094892,1.0288136,0.3634486,1.3932761,0.9920493,1.9736147,1.7215567,1.0258743,2.003978,-0.2430973,2.4961424,0.50312483,1.343952,2.0120554,1.5957174,0.6491014,0.35795632,-0.16038531,1.8851824,1.9802737,2.2573538,0.84996927,0.37338927,1.4801021,2.42372,0.78634244,breast_-_adipocytes_2,1,2882,breast_-_adipocytes_2_5000(1)
1.1847475,-0.17997473,1.0071876,1.6150776,0.90683645,0.86228013,0.78052807,-0.042539,1.0819695,1.2606152,1.0020015,2.4393177,2.313246,0.3873209,2.2323728,-0.5600822,1.5519797,1.3291249,0.6091651,2.1478086,-0.25512034,0.49331665,0.4241991,-0.27845246,2.3165026,1.0910879,1.6094537,0.186203,0.1976412,0.9333465,2.7208524,0.9630373,breast_-_adipocytes_2,1,3235,breast_-_adipocytes_2_5000(1)
0.62292445,0.12365097,0.6143484,2.0165372,0.6139145,0.46456861,0.46544254,0.07393551,0.767278,1.4875884,1.0144727,1.3014446,1.857696,0.97521544,1.6334611,-0.21497011,1.9777305,0.86557734,1.5098714,1.8238928,0.42418224,0.4474843,0.2872311,-0.16945481,2.0118215,1.1795081,1.5668571,0.31249654,0.10444337,1.297484,2.4676204,0.6696936,breast_-_adipocytes_2,1,302,breast_-_adipocytes_2_5000(1)
