emb0,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,emb21,emb22,emb23,emb24,emb25,emb26,emb27,emb28,emb29,emb30,emb31,label,file_n,sample_n,file_name
0.11788398,1.0374081,2.173903,0.572129,0.2630179,0.33553612,-0.17639428,0.3022563,2.0014944,0.44269437,3.003983,0.2569412,1.3117859,0.459143,1.4841759,2.3526044,1.5274494,0.79104036,0.17136657,0.04876405,0.5620122,1.4265739,-0.06913209,2.5329542,2.1591964,1.3364503,1.4940906,1.4243175,0.9138928,-0.19165242,1.0077139,1.0334632,cerebral_cortex_-_neuropil_2,27,4528,cerebral_cortex_-_neuropil_2_5000(1)
0.57815385,1.2760323,1.6812937,0.08995694,0.43643785,0.80642015,0.63766885,0.6973978,1.8767639,0.21491891,2.6925778,1.1789922,0.99095345,1.2833077,1.2311845,2.3894284,1.5487092,0.38705403,0.5662321,0.32135767,1.3263923,1.4597632,-0.4302007,2.601418,1.6566333,1.4175372,0.90787923,1.3472265,1.3080926,0.15560943,1.2119995,1.6514652,cerebral_cortex_-_neuropil_2,27,1800,cerebral_cortex_-_neuropil_2_5000(1)
0.82462,0.85692054,2.3237312,0.90931726,0.322196,0.71994674,0.16776347,0.6125723,0.9677667,0.19864458,2.4148943,1.0401577,0.7525787,0.9299356,1.5284194,1.7301096,1.4631327,0.82832325,0.55696976,0.030297995,1.7312281,0.78397685,0.26722723,2.257977,1.6111692,0.6437649,1.5868585,1.4782618,0.623045,0.1297856,0.8862331,1.1260588,cerebral_cortex_-_neuropil_2,27,1951,cerebral_cortex_-_neuropil_2_5000(1)
0.5751124,0.6345293,2.7617416,1.0817026,0.66129243,0.96254045,0.6103788,1.0687125,1.696656,0.7214586,2.8510566,1.5947578,1.5503422,0.67286015,1.4245787,2.0078807,1.829627,0.21602833,0.13036126,0.21021438,1.0509984,1.1183034,-0.31768847,2.4864612,2.08786,1.6740408,0.8308842,1.2871068,0.15710801,0.37103117,1.1784254,1.0937209,cerebral_cortex_-_neuropil_2,27,2620,cerebral_cortex_-_neuropil_2_5000(1)
-0.07307327,0.41237843,1.9657389,0.61574984,0.7083016,0.66934276,-0.54036367,0.63868237,1.912077,0.39732355,2.6285458,1.1215352,0.7052027,0.81806314,1.2984872,2.257275,1.3805183,1.5125347,0.22021931,-0.09817964,0.7069416,1.4427725,-0.056532085,2.5842538,1.8341517,1.3244164,1.1442162,1.065619,0.6493423,0.23719823,0.5766932,1.7727535,cerebral_cortex_-_neuropil_2,27,3282,cerebral_cortex_-_neuropil_2_5000(1)
0.91129637,1.6266007,2.6145215,1.1152455,0.29472095,0.25853115,0.3094929,1.338076,1.8240397,0.5218771,3.1492522,1.4595178,1.7931942,0.8402918,1.1996485,1.5583663,1.4496748,0.3737511,0.9297347,0.42086637,1.7159877,1.0684814,-0.18202454,2.8207507,1.9731028,1.011061,1.0394114,1.2610693,-0.01573968,0.070613325,0.8807128,1.0078148,cerebral_cortex_-_neuropil_2,27,499,cerebral_cortex_-_neuropil_2_5000(1)
0.6042483,1.0948845,1.8703499,1.0497442,-0.03504032,0.2625866,0.106796205,0.529278,1.7505872,0.09064239,2.3113823,0.70416063,1.2768162,1.0229279,1.4899505,2.225163,1.9085923,0.6540497,0.4187723,0.12694693,1.6697356,1.1321604,-0.28038532,2.3384514,1.3032178,1.2934443,1.4007332,1.3363165,0.8088108,0.50148314,1.421102,1.6233823,cerebral_cortex_-_neuropil_2,27,4891,cerebral_cortex_-_neuropil_2_5000(1)
0.38508633,1.3104447,1.9646752,0.78254855,0.91074026,0.6223242,-0.14108056,0.48018503,1.8984514,0.43178982,2.1929774,1.135364,1.4107809,0.80254054,1.1740742,1.8044341,1.4595581,0.9654673,0.7289009,0.569491,0.9603892,1.5012503,0.09795046,2.4012158,1.723056,1.0758549,1.137119,1.6109288,0.87008667,0.20391923,0.9033867,1.2775353,cerebral_cortex_-_neuropil_2,27,3842,cerebral_cortex_-_neuropil_2_5000(1)
0.80723137,1.4744561,2.7533066,0.42425394,0.29491282,1.0944481,0.38317627,0.93473464,2.005515,0.30505806,3.1078377,1.2841967,1.3553765,0.970146,1.5813856,1.7430131,2.123901,1.2096096,0.025306761,0.36580265,1.7387283,1.3048234,-0.35019183,3.0431805,1.7543995,1.1432455,1.242166,1.2192706,0.7737765,0.10109544,1.266073,1.3445836,cerebral_cortex_-_neuropil_2,27,138,cerebral_cortex_-_neuropil_2_5000(1)
0.40399742,1.4499339,2.0239625,0.73214245,0.50903237,0.47746617,-0.17765802,1.1604851,1.4112608,0.7368749,2.929069,1.0130379,1.2173115,1.4700038,1.0629237,2.6369517,2.014247,0.9255985,-0.04942864,-0.3220811,1.610198,2.0356748,-0.48041165,2.3346841,1.6405916,1.7451556,1.9348446,1.2178102,1.1710799,0.7241671,0.84698087,1.5695902,cerebral_cortex_-_neuropil_2,27,1831,cerebral_cortex_-_neuropil_2_5000(1)
0.30535984,1.352963,2.3408642,0.5327422,0.27793133,0.6945486,0.29487956,0.40326855,1.8997082,0.4294253,2.7479491,0.91125935,1.5818367,0.7249203,1.1987252,1.7404761,1.4207182,0.9975352,0.61937195,0.30589336,0.63470334,1.0574045,0.037293375,2.4243832,1.6621628,0.8431606,0.7968145,1.377856,0.0037008524,-0.11632609,0.75753736,0.952827,cerebral_cortex_-_neuropil_2,27,3706,cerebral_cortex_-_neuropil_2_5000(1)
0.6550082,0.7059244,2.4746213,1.5062513,0.3192838,0.5150845,0.51486725,1.3241976,1.2696993,0.44911957,3.0805483,1.6148942,1.4689988,1.3106811,1.8775365,2.7815387,1.7872541,0.948138,-0.34900314,-0.05614859,2.1093237,1.0511866,-0.023406804,2.718433,1.9534026,0.8629824,1.0734065,0.9714737,0.4981881,-0.17833805,1.1196511,1.1796141,cerebral_cortex_-_neuropil_2,27,2964,cerebral_cortex_-_neuropil_2_5000(1)
0.80206454,1.0083698,1.8022573,0.75424343,-0.052102387,0.61272126,0.02612555,0.7452377,1.5897579,1.0362089,3.0570126,1.0407368,1.1288266,1.0803702,1.0210999,2.1234787,1.4870598,0.46973884,0.5288538,0.08033204,1.2153224,0.86547875,-0.16392773,2.9335165,2.0156405,1.1588091,0.9035506,1.0076386,0.59064865,0.3297295,1.5571064,0.9545446,cerebral_cortex_-_neuropil_2,27,4852,cerebral_cortex_-_neuropil_2_5000(1)
0.2747959,0.79912156,1.8183119,0.92021763,0.27921498,0.6702861,0.66176516,1.1121247,1.0394678,0.4747314,2.837831,1.6577654,1.3176361,0.9585187,1.6726172,2.177199,1.6324964,0.6066117,-0.03480798,0.2732994,1.6382375,0.87425435,0.18524748,2.2816381,1.991705,1.4147577,0.8884125,1.7921638,0.5700693,0.39435738,0.7374564,1.3784063,cerebral_cortex_-_neuropil_2,27,3755,cerebral_cortex_-_neuropil_2_5000(1)
0.32962584,0.98968005,2.0945222,0.84911513,-0.38354242,0.75836825,0.8613548,1.1032399,0.69053,0.3181796,2.322862,1.627852,0.86443603,1.2948875,1.3155782,2.169775,1.597133,0.7091794,0.09144753,0.54930973,1.690152,0.33977044,-0.38733238,2.9475183,1.6843002,0.8926839,0.94152224,1.1490777,0.42867935,0.71448576,1.4500905,1.8167295,cerebral_cortex_-_neuropil_2,27,1432,cerebral_cortex_-_neuropil_2_5000(1)
0.33447164,0.74997973,2.4148574,0.50312257,0.25755477,0.63191235,0.1512255,1.738378,1.8648896,-0.11934465,3.4419699,1.4370725,1.374628,0.68872267,1.8386959,2.4805977,1.3131014,1.0541775,0.26953167,0.30406445,1.6980671,1.003921,-0.26065075,2.6108503,2.0846272,0.90357804,0.3596221,1.2953043,0.35964376,0.6961152,1.1742767,1.1517082,cerebral_cortex_-_neuropil_2,27,39,cerebral_cortex_-_neuropil_2_5000(1)
1.9740263,1.1110604,1.2204689,1.7754692,-0.009368539,1.901113,4.0665874,1.4098413,1.4957798,0.3804441,1.6595824,1.0710392,1.6675754,-0.55934036,0.36100462,0.4666045,1.3572785,2.1418967,3.0201116,1.7979395,-0.23859864,0.34419248,1.7112869,-0.4059649,2.6461847,1.8577855,0.4274812,2.6619973,0.4730245,1.5449429,1.5599716,-0.06507093,vagina_-_squamous_epithelial_cells_2,28,2244,vagina_-_squamous_epithelial_cells_2_5000(0)
1.4049366,0.4307712,0.96192884,2.0956,-0.16361892,0.7527512,2.5724883,1.1687102,0.8271917,0.21621257,0.8423538,0.4636132,1.7656804,-0.26328146,0.64059937,0.9130634,1.6034608,1.699651,1.559571,1.1987118,-0.06984341,0.58111346,1.4217807,-0.16083896,1.8170161,1.0497912,0.82503825,2.3453636,1.7559712,1.3260938,0.76404744,-0.1944434,vagina_-_squamous_epithelial_cells_2,28,2882,vagina_-_squamous_epithelial_cells_2_5000(0)
2.00008,0.90415245,0.89416605,3.421864,0.454492,2.5387502,4.05157,2.2125106,0.38845706,0.88635945,1.9832566,0.6625606,1.83149,0.2984982,0.057962894,1.2293386,2.2731242,2.3706694,1.7311755,1.2074862,0.22459757,-0.24106294,1.4585412,-0.31830066,1.8325038,1.7995346,0.8165276,3.0058596,0.80848855,1.6751714,1.5062917,-0.34787947,vagina_-_squamous_epithelial_cells_2,28,3235,vagina_-_squamous_epithelial_cells_2_5000(0)
2.1771197,0.6238984,0.90384734,1.839242,0.39675516,1.1357617,2.1977494,0.3271072,1.9350026,0.72875947,0.973186,0.793362,2.004326,-0.042185664,0.2807489,0.5481053,1.1433612,2.453839,1.9268494,1.5717176,-0.28936666,-0.1483016,0.84660465,0.092990994,2.4895027,2.09556,1.0572262,1.8531436,1.8425121,0.721617,0.22966307,0.032745063,vagina_-_squamous_epithelial_cells_2,28,302,vagina_-_squamous_epithelial_cells_2_5000(0)
1.9318242,0.95313054,0.5265578,1.0367242,0.11120826,1.1563811,2.0774574,0.27720487,0.9432448,0.9487588,2.1116447,0.027171671,1.7818489,0.6024065,-0.34736824,0.44480896,1.8073075,2.5261486,2.5282292,0.98011595,0.24101108,0.008347988,1.0233368,0.058018684,0.82517904,1.1919556,0.80247694,2.261979,2.4603257,1.2311177,-0.5088643,-0.63918626,vagina_-_squamous_epithelial_cells_2,28,1921,vagina_-_squamous_epithelial_cells_2_5000(0)
1.0924257,0.7205627,0.5203761,1.2021415,0.48680755,0.9184834,2.9446948,-0.21361542,2.124922,0.43394417,1.2051439,0.28879815,1.2678912,0.03238356,0.97743696,0.97428215,1.307797,2.666805,1.2571443,1.0432574,-0.25102514,-0.14487344,1.0864407,0.20166665,1.6239505,1.4246309,0.9244132,2.0512338,2.110445,0.92727464,0.45704332,-0.08316475,vagina_-_squamous_epithelial_cells_2,28,4402,vagina_-_squamous_epithelial_cells_2_5000(0)
1.2855885,0.6642152,1.3545992,0.39655596,-0.15944022,1.3405793,3.197117,0.31612283,1.1207049,0.43038553,1.0410472,0.50544524,0.8664981,-0.109518886,0.15956914,0.9016138,1.3151505,2.2329342,2.47304,1.445992,-0.06101775,-0.09963399,0.7079609,0.2674951,1.7107906,0.7545525,0.3169639,1.5129209,1.5150373,1.586869,1.0215805,-0.0018060803,vagina_-_squamous_epithelial_cells_2,28,1687,vagina_-_squamous_epithelial_cells_2_5000(0)
1.2466575,1.297647,0.84332997,1.7300906,-0.26020926,1.4427037,3.3176832,0.1148451,1.135407,0.39298785,1.4378593,0.39117283,1.3717203,0.17731589,0.34999144,1.0210637,1.5913806,2.6987808,2.1366951,1.0496501,0.249039,0.38446176,1.4426507,-0.014138043,1.7759476,1.3233446,0.9769875,2.0552666,1.412914,1.0454202,0.6599569,0.272429,vagina_-_squamous_epithelial_cells_2,28,333,vagina_-_squamous_epithelial_cells_2_5000(0)
2.1955209,0.6683126,0.979499,0.85275024,0.3384703,0.65142345,3.087964,-0.09711325,1.929034,1.0451928,0.8278993,0.27603334,2.1438322,-0.6078137,0.5398413,0.65668344,1.3257637,3.413424,2.5688095,1.2262608,0.23335761,0.018197536,1.0665535,-0.09251249,2.234518,0.8811784,1.1048418,1.5793267,2.8645072,0.42890674,-0.52871,-0.5501136,vagina_-_squamous_epithelial_cells_2,28,1329,vagina_-_squamous_epithelial_cells_2_5000(0)
1.8812814,1.2994064,0.40044484,1.5208155,0.4587898,1.4468229,3.5936723,1.7448268,1.0503334,0.58752215,1.6812887,0.119598806,1.0938681,-0.66994876,0.25485015,0.7574526,1.7661318,1.9658858,2.6114168,0.926077,0.40941322,0.30255625,0.85120684,-0.6712383,1.0176436,0.23583037,0.58487874,2.3342497,1.4433722,1.5174723,0.69855654,-0.2955978,vagina_-_squamous_epithelial_cells_2,28,2788,vagina_-_squamous_epithelial_cells_2_5000(0)
1.2541926,1.0650258,0.78392255,2.7463746,0.24827313,1.74807,3.520112,1.5473171,0.7913988,0.60976243,2.0651176,0.43299598,1.354923,0.14931667,0.9027077,1.631294,1.7899914,2.2579641,2.0990493,1.3401867,0.050774574,-0.10697961,1.6823812,-0.4355815,1.3038679,1.4625458,0.93295443,2.4983974,1.0237098,1.2968638,1.3296703,-0.16256016,vagina_-_squamous_epithelial_cells_2,28,3832,vagina_-_squamous_epithelial_cells_2_5000(0)
1.521089,0.8757334,1.0460988,1.6903242,-0.29534936,1.1834061,3.1328912,1.1887999,0.69964457,0.6734246,1.1980214,0.86134195,1.5071757,-0.059371173,0.71870744,0.6895762,1.6214932,1.6602243,2.745195,1.0077988,0.23681396,-0.01546371,1.691477,-0.08280498,2.0475202,0.57377076,0.42251366,2.800381,1.1565552,1.1034589,1.16558,-0.35096353,vagina_-_squamous_epithelial_cells_2,28,3391,vagina_-_squamous_epithelial_cells_2_5000(0)
1.94966,0.5462594,0.96894246,1.8187765,0.5184659,0.9063636,2.2927976,0.2240957,1.8104824,1.0570761,0.8449374,0.47646344,1.7451413,-0.10621679,0.1613347,0.35725546,0.9142457,2.3959427,1.9954624,1.2753798,-0.33340663,-0.029981792,0.80394506,-0.4353009,2.3602831,1.9700878,1.2592239,1.7382896,1.7994572,0.6079966,-0.0117537975,0.19627386,vagina_-_squamous_epithelial_cells_2,28,291,vagina_-_squamous_epithelial_cells_2_5000(0)
1.5545573,1.4599115,1.6665499,2.4021287,0.82657665,1.190066,4.2373857,0.7319593,1.0936764,0.51467836,1.3516936,1.0743737,1.5138121,-0.06814921,0.014243722,0.32299894,1.7199706,2.144553,2.426419,1.1086015,0.18110222,0.030555904,1.021165,0.30319023,1.4556667,1.1245121,-0.3683403,2.5298324,1.1833253,1.2001421,1.6863115,-0.31396365,vagina_-_squamous_epithelial_cells_2,28,4975,vagina_-_squamous_epithelial_cells_2_5000(0)
1.3722588,4.5959187,4.1858463,1.0018504,-2.8409007,3.3502197,9.157133,-3.528376,1.5406724,0.6836563,1.4892976,-0.3318609,4.5693145,0.85334325,0.069666505,1.3969551,4.703004,4.958844,3.999033,2.4715908,0.7682252,0.0024795532,3.9533901,1.3022437,3.4927573,2.4599805,1.6493378,3.5217743,-1.0894353,0.21265358,3.077661,-0.2986281,vagina_-_squamous_epithelial_cells_2,28,2592,vagina_-_squamous_epithelial_cells_2_5000(0)
1.5834696,1.0286363,0.8054817,1.0494888,-0.70168793,0.95033807,2.4724717,-0.048255205,1.5005065,0.44054645,1.2529649,0.6355286,1.4417667,-0.107431054,0.28998458,1.0365654,1.5161977,2.8002868,1.9760872,0.7660265,-0.01979512,0.68296826,1.1079683,-0.00564605,0.8830218,1.672234,1.1433847,1.9793165,1.6097386,1.3245072,0.32465672,-0.1875825,vagina_-_squamous_epithelial_cells_2,28,3775,vagina_-_squamous_epithelial_cells_2_5000(0)
0.91235834,1.2380352,0.16919243,1.514569,-0.23589885,1.6425182,2.7992954,1.1552616,1.2751234,0.7670907,1.8922945,0.31232196,1.1908153,-0.27575505,0.84726894,1.273832,1.5804574,2.5479224,1.6631527,1.5075768,-0.38540405,-0.19573033,1.3167238,-0.4674155,1.1450179,0.961789,0.6765935,1.2848654,1.4508859,1.2700667,0.16260934,0.10616624,vagina_-_squamous_epithelial_cells_2,28,2013,vagina_-_squamous_epithelial_cells_2_5000(0)
1.9670645,1.2170401,0.7177342,3.5274222,0.21020424,2.36513,4.20912,2.1497264,0.54463744,0.6815433,1.9083173,0.6243844,1.7212732,0.39306685,0.13155144,1.0973048,2.1928687,2.4999669,1.8960797,1.1445556,0.4098683,-0.061497808,1.6852839,-0.58180726,2.006778,1.7027701,1.1818662,3.0094345,1.0539976,1.5241933,1.4786632,-0.23763889,vagina_-_squamous_epithelial_cells_2,28,3229,vagina_-_squamous_epithelial_cells_2_5000(0)
1.2050122,0.72901034,0.24550068,1.3512614,0.2057811,1.3807955,2.8857894,0.25303376,1.4282486,-0.44835716,1.3719366,0.56010526,1.1390074,-0.014148712,0.5053116,0.80336565,1.9586698,2.6783328,1.196388,1.0462914,-0.17924935,0.074296236,1.2566648,0.37735716,1.3136146,1.1164865,0.48602045,2.0871148,2.2061193,1.2962708,0.36074728,0.21274912,vagina_-_squamous_epithelial_cells_2,28,4411,vagina_-_squamous_epithelial_cells_2_5000(0)
1.2969694,0.6206012,1.2689791,2.67133,0.82834285,1.3589898,4.226133,1.1400619,0.774779,0.33033746,0.7498088,0.6068538,1.488971,-0.4491182,0.42108294,0.3524126,1.5912324,2.0444021,2.165993,0.752051,-0.02002418,-0.36072814,1.0698059,0.104818225,1.320085,0.8915269,0.1831106,2.6592417,1.8559763,0.7911652,1.8056865,-0.2429505,vagina_-_squamous_epithelial_cells_2,28,4945,vagina_-_squamous_epithelial_cells_2_5000(0)
1.9320135,0.51870894,0.93720996,1.6318927,0.18132526,1.8991059,3.076922,0.8660886,1.075386,0.5472561,1.8370508,0.3908919,1.628506,-0.13779563,0.13885659,0.6827649,1.7181062,1.9496776,1.8485489,1.5924156,0.32589328,0.37440592,1.2190497,-0.051897347,1.7704344,1.0299623,0.27366662,2.1414714,1.5029602,1.4809387,0.80788356,-0.19419372,vagina_-_squamous_epithelial_cells_2,28,1001,vagina_-_squamous_epithelial_cells_2_5000(0)
0.7896855,0.73051965,0.6554041,1.4067051,0.34711885,0.9959003,3.0345101,0.7354443,1.5606213,1.168062,1.6376363,0.39378142,1.1606227,0.053833485,0.41537666,0.8274555,1.0910562,2.2645564,1.8745873,0.96555465,-0.044603884,0.45720318,1.1073864,-0.12841088,1.2349765,1.5762566,0.6941949,1.9909046,1.2591431,1.3437314,0.28130627,-0.22143078,vagina_-_squamous_epithelial_cells_2,28,4871,vagina_-_squamous_epithelial_cells_2_5000(0)
2.9909284,0.45943666,0.84873855,0.710343,-0.08289862,0.6233783,3.7978978,0.50829905,2.5308876,0.13991356,1.8487134,1.1754673,2.1351752,-0.77600914,0.36842027,0.9490025,2.2707076,5.114584,2.2166412,1.3101357,-0.41534466,-0.33373362,1.2547467,0.7166426,2.019483,0.6141723,1.5771747,1.5900824,3.6087866,0.30662495,-1.4756305,-1.1891851,vagina_-_squamous_epithelial_cells_2,28,1428,vagina_-_squamous_epithelial_cells_2_5000(0)
1.4361744,1.3785921,1.6116364,2.638904,0.7101815,1.5045888,4.2487984,0.94827753,0.84456855,0.4555958,1.576129,0.9377021,1.0622176,-0.531479,0.11375946,0.28551674,1.5123247,2.3577282,2.5046492,0.43695074,0.17849869,-0.104794085,1.1431298,0.18151438,1.2923185,0.63048667,-0.32866687,2.5889578,1.7608609,1.3984557,1.7373629,-0.14189959,vagina_-_squamous_epithelial_cells_2,28,4960,vagina_-_squamous_epithelial_cells_2_5000(0)
1.2460992,0.37248915,0.9137501,1.9097555,0.0129413605,0.6611329,3.2509396,0.015429616,0.9946339,0.8245229,1.127986,0.44444066,1.4863415,-0.4836235,0.56214404,-0.0028412342,1.7102637,1.9544394,2.950978,1.2132173,-0.32659876,0.042003334,1.9142337,0.08904129,1.3904411,1.3881326,1.4336061,2.4306822,1.2444465,0.7870945,0.21287489,-0.14092898,vagina_-_squamous_epithelial_cells_2,28,1119,vagina_-_squamous_epithelial_cells_2_5000(0)
1.7561381,0.9477027,1.6601062,2.827405,0.6733018,0.80190384,4.635467,1.6018962,1.4598355,1.0068622,1.140039,0.5275867,1.5312588,-0.56306,0.60872066,0.4392477,1.6632112,1.9638393,2.4618006,0.85106707,0.29550892,-0.2573411,0.9362059,0.30292898,1.3510084,1.0852177,-0.14493519,2.9641337,1.9572093,0.7349012,2.2017684,-0.6456513,vagina_-_squamous_epithelial_cells_2,28,4951,vagina_-_squamous_epithelial_cells_2_5000(0)
1.1102663,1.0166632,0.25400156,2.1832364,-0.57414377,1.054035,3.2762408,0.51242304,1.424939,-0.01884383,0.9135132,0.60427,1.5165666,-0.38149703,0.6024178,0.8845604,1.3680665,2.5009358,2.088046,1.0776129,-0.13759285,0.22881633,1.378125,-0.3634264,1.4190273,1.0119439,0.42271146,2.122028,1.4811715,1.4258568,0.9460267,0.55996037,vagina_-_squamous_epithelial_cells_2,28,2819,vagina_-_squamous_epithelial_cells_2_5000(0)
1.1995798,1.1197702,0.05692351,1.3552969,-0.42865986,1.3625154,2.7436366,1.1450021,1.3072307,0.74481773,1.5339229,0.059188783,1.0760617,-0.12420595,0.6752678,1.329697,1.6170127,2.8752193,1.8159578,1.5633337,-0.10048437,-0.20425868,1.2690898,-0.58547974,1.4167945,1.0703328,0.7139051,1.5375488,1.6695735,1.5169861,0.23944324,-0.0051929355,vagina_-_squamous_epithelial_cells_2,28,2009,vagina_-_squamous_epithelial_cells_2_5000(0)
1.475498,0.6884397,1.4962015,1.7227068,0.6272064,1.0472833,3.1241083,0.052462697,1.8324144,-0.00839144,1.1226028,0.616086,1.4211841,-0.21498173,0.53556883,0.43219027,1.8599062,2.453152,1.4527895,1.2340765,-0.3844564,-0.14064062,0.9808731,0.8843409,0.7833745,1.4669654,0.5757865,2.1443796,2.2302532,0.76678646,0.7406761,-0.01597339,vagina_-_squamous_epithelial_cells_2,28,4441,vagina_-_squamous_epithelial_cells_2_5000(0)
1.8553896,0.8867881,0.35777444,2.1989622,0.21121603,1.4420776,2.831592,0.4031254,1.1501067,0.4117468,1.6062641,0.3390132,1.5522069,0.4619856,0.23165143,1.0866271,1.8759799,2.5502017,1.936266,0.89249235,0.22550392,-0.0715552,1.5314953,-0.15027636,1.3472675,1.2013241,0.64240646,2.5658422,1.089197,1.6825557,0.38811097,-0.18962157,vagina_-_squamous_epithelial_cells_2,28,520,vagina_-_squamous_epithelial_cells_2_5000(0)
1.5788844,0.90741765,0.9148751,1.8773354,0.43270668,1.9572814,3.4963636,0.7667456,0.9397086,0.8262181,1.6353729,0.540372,1.7192442,-0.5069929,0.020929098,0.5245497,0.9828579,1.8035417,2.082087,1.4696581,0.25482535,0.15228546,1.4255879,0.043878138,1.4297881,1.4403901,0.6319492,2.5791545,0.8765585,1.2332199,0.58906746,0.20465821,vagina_-_squamous_epithelial_cells_2,28,4086,vagina_-_squamous_epithelial_cells_2_5000(0)
1.0496371,-0.08999729,0.6862863,2.3045387,1.1176815,1.7578046,2.7525034,1.362184,1.3574278,0.9501604,0.99687284,0.80465007,2.8042893,-0.63218206,0.7752672,1.2217261,1.6233056,2.6699786,1.5578101,1.5113281,-0.44825286,-0.12932754,1.7566557,0.43892837,1.1141287,1.3878661,1.1709392,2.9488158,1.2866445,1.0804129,0.02480036,0.04128349,vagina_-_squamous_epithelial_cells_2,28,2314,vagina_-_squamous_epithelial_cells_2_5000(0)
1.9653203,1.1932601,0.49531245,1.7342857,-0.15917975,0.50802106,2.9812148,0.9894397,0.70000565,0.37141508,1.082485,1.8580277,1.7892362,0.22147876,-0.15988088,0.7560239,1.6566511,2.7429304,1.7968471,0.9740127,-0.2202915,0.56705195,1.3194672,0.3525964,1.378497,1.3664669,0.77971435,1.693284,1.2476932,1.3170631,-0.43528605,-0.004686475,vagina_-_squamous_epithelial_cells_2,28,4365,vagina_-_squamous_epithelial_cells_2_5000(0)
1.2694409,0.7978248,1.0937469,1.5179403,-0.09329021,0.917772,3.4992251,0.5538037,0.7937746,0.84752166,1.321376,0.42056057,1.6663636,0.21723533,0.86722267,1.1052359,1.2234651,2.8063262,2.0441575,1.5984564,0.3035903,-0.28844255,1.6560847,-0.103024125,1.7789218,2.2174804,0.9410815,2.9372864,0.698536,1.6539284,1.1757269,0.1913057,vagina_-_squamous_epithelial_cells_2,28,1237,vagina_-_squamous_epithelial_cells_2_5000(0)
1.2689931,0.30789536,1.7853472,1.4356207,0.6189149,0.14510584,2.971352,1.2895463,1.0042809,0.690221,0.5357953,-0.16702378,1.747173,-0.9159466,0.5842534,0.28112483,0.9920118,3.0523105,1.5765141,0.7668275,0.30994916,-0.29350084,1.1792161,0.6274812,1.2210758,0.20513242,1.377816,2.22964,1.9761374,0.19515765,0.20304555,-0.52691597,vagina_-_squamous_epithelial_cells_2,28,4528,vagina_-_squamous_epithelial_cells_2_5000(0)
1.8008978,1.1935343,0.7525169,1.9581071,-0.14822567,1.7868006,2.9465787,1.1789541,0.6504884,0.30536383,2.1347144,0.9965267,1.0242479,-0.22586042,-0.14091355,0.76294994,1.6927474,2.3575528,2.5843425,0.63643825,0.30283338,0.24569058,1.4041063,0.29845792,1.4523706,0.93758756,0.25755227,1.5038308,0.81906694,1.321202,0.36510736,-0.12413168,vagina_-_squamous_epithelial_cells_2,28,1800,vagina_-_squamous_epithelial_cells_2_5000(0)
2.6214092,0.45900476,-1.0350411,1.992415,-0.09868562,0.96337986,2.4457488,1.9592444,0.88020617,1.5436941,0.14527625,3.1909115,3.2338781,2.6418653,0.3483324,3.1447625,3.9350004,1.7838563,2.7023673,1.0027292,-0.43133116,-0.87331086,0.8040612,1.4339192,3.471428,3.1233451,-0.29292774,2.0622888,1.5736206,1.1799755,1.0873172,-1.2588663,vagina_-_squamous_epithelial_cells_2,28,1951,vagina_-_squamous_epithelial_cells_2_5000(0)
1.2649795,0.96953875,0.74724936,1.6813015,-0.27436602,1.2763996,3.165822,0.38326177,1.4576939,-0.17141175,1.8722458,0.8848783,1.7720855,-0.14469832,0.17706305,0.48515147,1.1347114,3.0021725,2.0730307,0.86448896,0.14918333,0.2888614,1.1531518,0.6858865,0.8154646,0.9625275,1.0438123,2.0769715,2.2586398,1.1116376,-0.20706546,-0.49666113,vagina_-_squamous_epithelial_cells_2,28,2620,vagina_-_squamous_epithelial_cells_2_5000(0)
1.8926901,0.64548767,0.047983885,1.3340694,0.009606421,1.2217325,3.0621996,0.198838,1.2833025,0.29285318,1.2749099,0.87488425,1.771765,0.28354073,0.76460975,1.4451139,1.7358053,2.9069707,1.8513384,1.1429124,-0.14602429,-0.4096775,1.0890434,0.25766802,1.9773197,0.5821446,0.42333966,1.7684864,1.925018,1.0272255,0.48426607,-0.10598576,vagina_-_squamous_epithelial_cells_2,28,3282,vagina_-_squamous_epithelial_cells_2_5000(0)
1.5053058,0.66986907,0.50225264,1.7504205,-0.019996166,0.9529025,2.8673081,0.49979237,0.95852643,0.20032847,1.344672,0.80467564,1.2129889,0.028898537,0.29692906,0.7011783,1.2681261,2.178615,1.606818,0.7378819,-0.07648146,-0.07905948,1.2375282,-0.09846395,1.4289677,1.4722663,-0.10247165,2.1926005,1.1831346,1.0348792,0.6128235,-0.38434863,vagina_-_squamous_epithelial_cells_2,28,499,vagina_-_squamous_epithelial_cells_2_5000(0)
1.4325842,0.71623015,0.73624766,1.2986445,0.16965783,1.1567014,2.3901572,0.67386705,0.7720006,0.6888368,1.3147445,0.3199064,1.5740001,-0.6241431,0.4405766,0.46475872,1.3321728,2.498121,1.8221601,1.1164122,-0.23062515,-0.11970693,1.1626447,-0.00843966,1.029502,1.2315813,0.8337194,1.971807,0.9993947,1.252202,0.32632145,0.38101143,vagina_-_squamous_epithelial_cells_2,28,4891,vagina_-_squamous_epithelial_cells_2_5000(0)
