emb0,emb1,label,file_n,sample_n,file_name
1.6369693,1.3944124,skin_-_melanocytes_2,1,4975,skin_-_melanocytes_2_5000(4)
1.7102464,1.4914539,skin_-_melanocytes_2,1,2592,skin_-_melanocytes_2_5000(4)
1.5661807,1.5328003,skin_-_melanocytes_2,1,3775,skin_-_melanocytes_2_5000(4)
1.5944446,1.4254129,skin_-_melanocytes_2,1,2013,skin_-_melanocytes_2_5000(4)
1.5164547,1.5261717,skin_-_melanocytes_2,1,3229,skin_-_melanocytes_2_5000(4)
1.7606655,1.4751146,skin_-_melanocytes_2,1,4411,skin_-_melanocytes_2_5000(4)
1.7080362,1.4515895,skin_-_melanocytes_2,1,4945,skin_-_melanocytes_2_5000(4)
1.6302462,1.5266842,skin_-_melanocytes_2,1,1001,skin_-_melanocytes_2_5000(4)
2.0706475,2.0548213,skin_-_melanocytes_2,1,4871,skin_-_melanocytes_2_5000(4)
1.7602772,1.4791393,skin_-_melanocytes_2,1,1428,skin_-_melanocytes_2_5000(4)
1.7804604,1.4646809,skin_-_melanocytes_2,1,4960,skin_-_melanocytes_2_5000(4)
1.7142812,1.5576386,skin_-_melanocytes_2,1,1119,skin_-_melanocytes_2_5000(4)
1.615694,1.4495384,skin_-_melanocytes_2,1,4951,skin_-_melanocytes_2_5000(4)
1.6973892,1.4832563,skin_-_melanocytes_2,1,2819,skin_-_melanocytes_2_5000(4)
1.5608405,1.4110847,skin_-_melanocytes_2,1,2009,skin_-_melanocytes_2_5000(4)
1.6731744,1.4314845,skin_-_melanocytes_2,1,4441,skin_-_melanocytes_2_5000(4)
1.780733,1.5713999,skin_-_melanocytes_2,1,520,skin_-_melanocytes_2_5000(4)
1.5345039,1.5081557,skin_-_melanocytes_2,1,4086,skin_-_melanocytes_2_5000(4)
1.7129896,1.5840693,skin_-_melanocytes_2,1,2314,skin_-_melanocytes_2_5000(4)
1.6735005,1.5916194,skin_-_melanocytes_2,1,4365,skin_-_melanocytes_2_5000(4)
1.568145,1.5818156,skin_-_melanocytes_2,1,1237,skin_-_melanocytes_2_5000(4)
1.5513601,1.516293,skin_-_melanocytes_2,1,4528,skin_-_melanocytes_2_5000(4)
1.6612086,1.6343061,skin_-_melanocytes_2,1,1800,skin_-_melanocytes_2_5000(4)
-2.6977792,-4.1918583,skin_-_melanocytes_2,1,1951,skin_-_melanocytes_2_5000(4)
1.5806097,1.5387282,skin_-_melanocytes_2,1,2620,skin_-_melanocytes_2_5000(4)
1.834488,1.6734309,skin_-_melanocytes_2,1,3282,skin_-_melanocytes_2_5000(4)
2.202376,1.5678641,skin_-_melanocytes_2,1,499,skin_-_melanocytes_2_5000(4)
1.6890876,1.6004988,skin_-_melanocytes_2,1,4891,skin_-_melanocytes_2_5000(4)
1.562077,1.6160718,skin_-_melanocytes_2,1,3842,skin_-_melanocytes_2_5000(4)
1.8439113,1.6393867,skin_-_melanocytes_2,1,138,skin_-_melanocytes_2_5000(4)
1.6781255,1.6167375,skin_-_melanocytes_2,1,1831,skin_-_melanocytes_2_5000(4)
1.7095982,1.5992908,skin_-_melanocytes_2,1,3706,skin_-_melanocytes_2_5000(4)
1.7529814,1.5180331,skin_-_melanocytes_2,1,2964,skin_-_melanocytes_2_5000(4)
1.62795,1.4933237,skin_-_melanocytes_2,1,4852,skin_-_melanocytes_2_5000(4)
1.6219546,1.5758915,skin_-_melanocytes_2,1,3755,skin_-_melanocytes_2_5000(4)
1.7377205,1.4528104,skin_-_melanocytes_2,1,1432,skin_-_melanocytes_2_5000(4)
1.5920873,1.6149446,skin_-_melanocytes_2,1,39,skin_-_melanocytes_2_5000(4)
1.5101609,1.497718,skin_-_melanocytes_2,1,4194,skin_-_melanocytes_2_5000(4)
1.6101341,1.4520181,skin_-_melanocytes_2,1,2062,skin_-_melanocytes_2_5000(4)
1.8400259,1.5812961,skin_-_melanocytes_2,1,1969,skin_-_melanocytes_2_5000(4)
1.5699759,1.5904601,skin_-_melanocytes_2,1,308,skin_-_melanocytes_2_5000(4)
1.8101453,1.573379,skin_-_melanocytes_2,1,3172,skin_-_melanocytes_2_5000(4)
1.8199233,1.6006862,skin_-_melanocytes_2,1,4281,skin_-_melanocytes_2_5000(4)
1.6757712,1.5345728,skin_-_melanocytes_2,1,3479,skin_-_melanocytes_2_5000(4)
1.7134653,1.5569106,skin_-_melanocytes_2,1,4256,skin_-_melanocytes_2_5000(4)
1.9275565,1.5711896,skin_-_melanocytes_2,1,4319,skin_-_melanocytes_2_5000(4)
1.6036787,1.5423131,skin_-_melanocytes_2,1,4166,skin_-_melanocytes_2_5000(4)
1.692518,1.5339684,skin_-_melanocytes_2,1,2709,skin_-_melanocytes_2_5000(4)
2.0309546,1.6212993,skin_-_melanocytes_2,1,906,skin_-_melanocytes_2_5000(4)
1.6676519,1.4374162,skin_-_melanocytes_2,1,4473,skin_-_melanocytes_2_5000(4)
4.2738676,5.0256605,skin_-_melanocytes_2,1,2951,skin_-_melanocytes_2_5000(4)
1.8041556,1.5616634,skin_-_melanocytes_2,1,3936,skin_-_melanocytes_2_5000(4)
1.7408438,1.5273466,skin_-_melanocytes_2,1,3058,skin_-_melanocytes_2_5000(4)
1.6734769,1.3681849,skin_-_melanocytes_2,1,2858,skin_-_melanocytes_2_5000(4)
1.5278516,1.5055288,skin_-_melanocytes_2,1,3237,skin_-_melanocytes_2_5000(4)
1.6898204,1.3735702,skin_-_melanocytes_2,1,1521,skin_-_melanocytes_2_5000(4)
1.7664762,1.6648525,skin_-_melanocytes_2,1,861,skin_-_melanocytes_2_5000(4)
1.9383059,1.7055743,skin_-_melanocytes_2,1,942,skin_-_melanocytes_2_5000(4)
1.6720197,1.5492145,skin_-_melanocytes_2,1,2307,skin_-_melanocytes_2_5000(4)
1.4542012,1.4782631,skin_-_melanocytes_2,1,3865,skin_-_melanocytes_2_5000(4)
1.5508981,1.3038459,skin_-_melanocytes_2,1,2551,skin_-_melanocytes_2_5000(4)
1.5621243,1.4845415,skin_-_melanocytes_2,1,2044,skin_-_melanocytes_2_5000(4)
1.7108015,1.559467,skin_-_melanocytes_2,1,1688,skin_-_melanocytes_2_5000(4)
3.7588015,4.4028683,skin_-_melanocytes_2,1,4860,skin_-_melanocytes_2_5000(4)
1.9384818,1.5535555,skin_-_melanocytes_2,1,4276,skin_-_melanocytes_2_5000(4)
1.9150355,1.6840857,skin_-_melanocytes_2,1,3318,skin_-_melanocytes_2_5000(4)
1.6610705,1.5945613,skin_-_melanocytes_2,1,2734,skin_-_melanocytes_2_5000(4)
1.7317495,1.6684394,skin_-_melanocytes_2,1,1888,skin_-_melanocytes_2_5000(4)
1.8017707,1.4312162,skin_-_melanocytes_2,1,1551,skin_-_melanocytes_2_5000(4)
1.7381701,1.5575243,skin_-_melanocytes_2,1,562,skin_-_melanocytes_2_5000(4)
1.5666748,1.4052684,skin_-_melanocytes_2,1,2017,skin_-_melanocytes_2_5000(4)
1.7998208,1.3800219,skin_-_melanocytes_2,1,1523,skin_-_melanocytes_2_5000(4)
1.6762681,1.610833,skin_-_melanocytes_2,1,159,skin_-_melanocytes_2_5000(4)
1.6414772,1.4885786,skin_-_melanocytes_2,1,4837,skin_-_melanocytes_2_5000(4)
-3.848846,-4.020632,skin_-_melanocytes_2,1,4050,skin_-_melanocytes_2_5000(4)
1.837031,1.6955268,skin_-_melanocytes_2,1,134,skin_-_melanocytes_2_5000(4)
1.763735,1.6218797,skin_-_melanocytes_2,1,463,skin_-_melanocytes_2_5000(4)
1.6291821,1.5669057,skin_-_melanocytes_2,1,3482,skin_-_melanocytes_2_5000(4)
1.5532956,1.4570317,skin_-_melanocytes_2,1,690,skin_-_melanocytes_2_5000(4)
1.7428629,1.4236696,skin_-_melanocytes_2,1,1761,skin_-_melanocytes_2_5000(4)
1.754754,1.4448955,skin_-_melanocytes_2,1,1414,skin_-_melanocytes_2_5000(4)
1.5979127,1.5139513,skin_-_melanocytes_2,1,3491,skin_-_melanocytes_2_5000(4)
1.5564096,1.4615222,skin_-_melanocytes_2,1,2070,skin_-_melanocytes_2_5000(4)
1.9076886,1.6317208,skin_-_melanocytes_2,1,3967,skin_-_melanocytes_2_5000(4)
1.6832603,1.4951196,skin_-_melanocytes_2,1,2812,skin_-_melanocytes_2_5000(4)
1.5054501,1.5055475,skin_-_melanocytes_2,1,4608,skin_-_melanocytes_2_5000(4)
1.9430152,1.6869696,skin_-_melanocytes_2,1,3320,skin_-_melanocytes_2_5000(4)
1.5401341,1.5793719,cerebral_cortex_-_neuropil_2,2,2244,cerebral_cortex_-_neuropil_2_5000(5)
1.4665271,1.549451,cerebral_cortex_-_neuropil_2,2,2882,cerebral_cortex_-_neuropil_2_5000(5)
1.4779946,1.5404437,cerebral_cortex_-_neuropil_2,2,3235,cerebral_cortex_-_neuropil_2_5000(5)
1.6456031,1.621934,cerebral_cortex_-_neuropil_2,2,302,cerebral_cortex_-_neuropil_2_5000(5)
1.6205361,1.6493082,cerebral_cortex_-_neuropil_2,2,1921,cerebral_cortex_-_neuropil_2_5000(5)
1.7054706,1.6113951,cerebral_cortex_-_neuropil_2,2,4402,cerebral_cortex_-_neuropil_2_5000(5)
1.4902052,1.6287986,cerebral_cortex_-_neuropil_2,2,1687,cerebral_cortex_-_neuropil_2_5000(5)
1.7333249,1.4571317,cerebral_cortex_-_neuropil_2,2,333,cerebral_cortex_-_neuropil_2_5000(5)
1.577281,1.5910223,cerebral_cortex_-_neuropil_2,2,1329,cerebral_cortex_-_neuropil_2_5000(5)
1.587425,1.6284692,cerebral_cortex_-_neuropil_2,2,2788,cerebral_cortex_-_neuropil_2_5000(5)
1.5869033,1.5715069,cerebral_cortex_-_neuropil_2,2,3832,cerebral_cortex_-_neuropil_2_5000(5)
1.5001979,1.5273329,cerebral_cortex_-_neuropil_2,2,3391,cerebral_cortex_-_neuropil_2_5000(5)
1.6966529,1.7018477,cerebral_cortex_-_neuropil_2,2,291,cerebral_cortex_-_neuropil_2_5000(5)
1.6174867,1.5869093,cerebral_cortex_-_neuropil_2,2,4975,cerebral_cortex_-_neuropil_2_5000(5)
2.3642302,1.8225943,cerebral_cortex_-_neuropil_2,2,2592,cerebral_cortex_-_neuropil_2_5000(5)
1.5288932,1.5620143,cerebral_cortex_-_neuropil_2,2,3775,cerebral_cortex_-_neuropil_2_5000(5)
1.6386664,1.6080487,cerebral_cortex_-_neuropil_2,2,2013,cerebral_cortex_-_neuropil_2_5000(5)
1.4788291,1.5444074,cerebral_cortex_-_neuropil_2,2,3229,cerebral_cortex_-_neuropil_2_5000(5)
1.7237836,1.4552455,cerebral_cortex_-_neuropil_2,2,4411,cerebral_cortex_-_neuropil_2_5000(5)
1.8148749,1.6222799,cerebral_cortex_-_neuropil_2,2,4945,cerebral_cortex_-_neuropil_2_5000(5)
1.6426986,1.5060986,cerebral_cortex_-_neuropil_2,2,1001,cerebral_cortex_-_neuropil_2_5000(5)
1.5143342,1.5527061,cerebral_cortex_-_neuropil_2,2,4871,cerebral_cortex_-_neuropil_2_5000(5)
1.6775749,1.6836882,cerebral_cortex_-_neuropil_2,2,1428,cerebral_cortex_-_neuropil_2_5000(5)
1.7248527,1.5713873,cerebral_cortex_-_neuropil_2,2,4960,cerebral_cortex_-_neuropil_2_5000(5)
1.6636701,1.7138236,cerebral_cortex_-_neuropil_2,2,1119,cerebral_cortex_-_neuropil_2_5000(5)
1.7854971,1.6525084,cerebral_cortex_-_neuropil_2,2,4951,cerebral_cortex_-_neuropil_2_5000(5)
1.6274881,1.5314116,cerebral_cortex_-_neuropil_2,2,2819,cerebral_cortex_-_neuropil_2_5000(5)
1.5668108,1.6084476,cerebral_cortex_-_neuropil_2,2,2009,cerebral_cortex_-_neuropil_2_5000(5)
1.6683306,1.5503168,cerebral_cortex_-_neuropil_2,2,4441,cerebral_cortex_-_neuropil_2_5000(5)
1.4509451,1.5910486,cerebral_cortex_-_neuropil_2,2,520,cerebral_cortex_-_neuropil_2_5000(5)
1.6479812,1.5048398,cerebral_cortex_-_neuropil_2,2,4086,cerebral_cortex_-_neuropil_2_5000(5)
1.5134306,1.6049302,cerebral_cortex_-_neuropil_2,2,2314,cerebral_cortex_-_neuropil_2_5000(5)
1.56273,1.4583395,cerebral_cortex_-_neuropil_2,2,4365,cerebral_cortex_-_neuropil_2_5000(5)
1.5526321,1.5219703,cerebral_cortex_-_neuropil_2,2,1237,cerebral_cortex_-_neuropil_2_5000(5)
1.6499352,1.705015,cerebral_cortex_-_neuropil_2,2,4528,cerebral_cortex_-_neuropil_2_5000(5)
1.5467842,1.5742646,cerebral_cortex_-_neuropil_2,2,1800,cerebral_cortex_-_neuropil_2_5000(5)
1.5532563,1.5604479,cerebral_cortex_-_neuropil_2,2,1951,cerebral_cortex_-_neuropil_2_5000(5)
1.6168488,1.6995379,cerebral_cortex_-_neuropil_2,2,2620,cerebral_cortex_-_neuropil_2_5000(5)
1.5642154,1.5803225,cerebral_cortex_-_neuropil_2,2,3282,cerebral_cortex_-_neuropil_2_5000(5)
1.5593325,1.5760624,cerebral_cortex_-_neuropil_2,2,499,cerebral_cortex_-_neuropil_2_5000(5)
1.7103891,1.5947969,cerebral_cortex_-_neuropil_2,2,4891,cerebral_cortex_-_neuropil_2_5000(5)
1.6736124,1.5852045,cerebral_cortex_-_neuropil_2,2,3842,cerebral_cortex_-_neuropil_2_5000(5)
1.5454714,1.6426802,cerebral_cortex_-_neuropil_2,2,138,cerebral_cortex_-_neuropil_2_5000(5)
1.4831725,1.5485667,cerebral_cortex_-_neuropil_2,2,1831,cerebral_cortex_-_neuropil_2_5000(5)
1.7024038,1.6152728,cerebral_cortex_-_neuropil_2,2,3706,cerebral_cortex_-_neuropil_2_5000(5)
1.6950958,1.5947624,cerebral_cortex_-_neuropil_2,2,2964,cerebral_cortex_-_neuropil_2_5000(5)
1.4486324,1.6217785,cerebral_cortex_-_neuropil_2,2,4852,cerebral_cortex_-_neuropil_2_5000(5)
1.6207653,1.661853,cerebral_cortex_-_neuropil_2,2,3755,cerebral_cortex_-_neuropil_2_5000(5)
1.6495196,1.6108692,cerebral_cortex_-_neuropil_2,2,1432,cerebral_cortex_-_neuropil_2_5000(5)
1.7140276,1.6680015,cerebral_cortex_-_neuropil_2,2,39,cerebral_cortex_-_neuropil_2_5000(5)
1.6846853,1.7273092,cerebral_cortex_-_neuropil_2,2,4194,cerebral_cortex_-_neuropil_2_5000(5)
1.6931274,1.63226,cerebral_cortex_-_neuropil_2,2,2062,cerebral_cortex_-_neuropil_2_5000(5)
1.6449857,1.5947032,cerebral_cortex_-_neuropil_2,2,1969,cerebral_cortex_-_neuropil_2_5000(5)
1.6056716,1.602057,cerebral_cortex_-_neuropil_2,2,308,cerebral_cortex_-_neuropil_2_5000(5)
1.629873,1.73321,cerebral_cortex_-_neuropil_2,2,3172,cerebral_cortex_-_neuropil_2_5000(5)
