emb0,emb1,label,file_n,sample_n,file_name
1.6294669,1.356271,hippocampus_-_glial_cells_2,16,1432,hippocampus_-_glial_cells_2_5000(5)
1.6067009,1.4404635,hippocampus_-_glial_cells_2,16,39,hippocampus_-_glial_cells_2_5000(5)
1.4845245,1.4451357,hippocampus_-_glial_cells_2,16,4194,hippocampus_-_glial_cells_2_5000(5)
1.4920448,1.5252175,hippocampus_-_glial_cells_2,16,2062,hippocampus_-_glial_cells_2_5000(5)
1.5785459,1.3496238,hippocampus_-_glial_cells_2,16,1969,hippocampus_-_glial_cells_2_5000(5)
1.654125,1.5221072,hippocampus_-_glial_cells_2,16,308,hippocampus_-_glial_cells_2_5000(5)
1.5378869,1.357058,hippocampus_-_glial_cells_2,16,3172,hippocampus_-_glial_cells_2_5000(5)
1.5792669,1.5100037,hippocampus_-_glial_cells_2,16,4281,hippocampus_-_glial_cells_2_5000(5)
1.6782552,1.4883238,hippocampus_-_glial_cells_2,16,3479,hippocampus_-_glial_cells_2_5000(5)
1.5384059,1.368235,hippocampus_-_glial_cells_2,16,4256,hippocampus_-_glial_cells_2_5000(5)
1.8389266,1.5489714,hippocampus_-_glial_cells_2,16,4319,hippocampus_-_glial_cells_2_5000(5)
1.5123166,1.4201676,hippocampus_-_glial_cells_2,16,4166,hippocampus_-_glial_cells_2_5000(5)
1.572876,1.4211911,hippocampus_-_glial_cells_2,16,2709,hippocampus_-_glial_cells_2_5000(5)
1.5949807,1.4950359,hippocampus_-_glial_cells_2,16,906,hippocampus_-_glial_cells_2_5000(5)
1.5589896,1.454039,hippocampus_-_glial_cells_2,16,4473,hippocampus_-_glial_cells_2_5000(5)
1.8314962,1.545533,hippocampus_-_glial_cells_2,16,2951,hippocampus_-_glial_cells_2_5000(5)
1.7152562,1.4524587,hippocampus_-_glial_cells_2,16,3936,hippocampus_-_glial_cells_2_5000(5)
1.6798981,1.4265186,hippocampus_-_glial_cells_2,16,3058,hippocampus_-_glial_cells_2_5000(5)
1.5589037,1.4741461,hippocampus_-_glial_cells_2,16,2858,hippocampus_-_glial_cells_2_5000(5)
1.4427247,1.4315696,hippocampus_-_glial_cells_2,16,3237,hippocampus_-_glial_cells_2_5000(5)
1.6304067,1.4956957,hippocampus_-_glial_cells_2,16,1521,hippocampus_-_glial_cells_2_5000(5)
1.4571636,1.3668315,hippocampus_-_glial_cells_2,16,861,hippocampus_-_glial_cells_2_5000(5)
1.8303561,1.555355,hippocampus_-_glial_cells_2,16,942,hippocampus_-_glial_cells_2_5000(5)
1.4296231,1.3858215,hippocampus_-_glial_cells_2,16,2307,hippocampus_-_glial_cells_2_5000(5)
1.5470476,1.3783925,hippocampus_-_glial_cells_2,16,3865,hippocampus_-_glial_cells_2_5000(5)
1.5760806,1.4878101,hippocampus_-_glial_cells_2,16,2551,hippocampus_-_glial_cells_2_5000(5)
1.4419544,1.5040572,hippocampus_-_glial_cells_2,16,2044,hippocampus_-_glial_cells_2_5000(5)
1.5617485,1.489479,hippocampus_-_glial_cells_2,16,1688,hippocampus_-_glial_cells_2_5000(5)
-3.706821,-5.401288,hippocampus_-_glial_cells_2,16,4860,hippocampus_-_glial_cells_2_5000(5)
1.5811337,1.4945861,hippocampus_-_glial_cells_2,16,4276,hippocampus_-_glial_cells_2_5000(5)
1.7065837,1.3579447,hippocampus_-_glial_cells_2,16,3318,hippocampus_-_glial_cells_2_5000(5)
1.6204983,1.4282513,hippocampus_-_glial_cells_2,16,2734,hippocampus_-_glial_cells_2_5000(5)
1.5761681,1.3643584,hippocampus_-_glial_cells_2,16,1888,hippocampus_-_glial_cells_2_5000(5)
1.5852451,1.4665898,hippocampus_-_glial_cells_2,16,1551,hippocampus_-_glial_cells_2_5000(5)
1.5331211,1.3947874,hippocampus_-_glial_cells_2,16,562,hippocampus_-_glial_cells_2_5000(5)
1.4594568,1.4015231,hippocampus_-_glial_cells_2,16,2017,hippocampus_-_glial_cells_2_5000(5)
1.629087,1.4587408,hippocampus_-_glial_cells_2,16,1523,hippocampus_-_glial_cells_2_5000(5)
1.6567229,1.5602905,hippocampus_-_glial_cells_2,16,159,hippocampus_-_glial_cells_2_5000(5)
1.845589,1.5158668,hippocampus_-_glial_cells_2,16,4837,hippocampus_-_glial_cells_2_5000(5)
1.8324696,0.8675263,hippocampus_-_glial_cells_2,16,4050,hippocampus_-_glial_cells_2_5000(5)
1.7023906,1.521469,hippocampus_-_glial_cells_2,16,134,hippocampus_-_glial_cells_2_5000(5)
1.6352941,1.3503784,hippocampus_-_glial_cells_2,16,463,hippocampus_-_glial_cells_2_5000(5)
1.7292559,1.5361006,hippocampus_-_glial_cells_2,16,3482,hippocampus_-_glial_cells_2_5000(5)
1.5645674,1.5048196,hippocampus_-_glial_cells_2,16,690,hippocampus_-_glial_cells_2_5000(5)
1.5763459,1.4901423,hippocampus_-_glial_cells_2,16,1761,hippocampus_-_glial_cells_2_5000(5)
1.5804029,1.3768034,hippocampus_-_glial_cells_2,16,1414,hippocampus_-_glial_cells_2_5000(5)
1.8263289,1.4768637,hippocampus_-_glial_cells_2,16,3491,hippocampus_-_glial_cells_2_5000(5)
1.493139,1.5613363,hippocampus_-_glial_cells_2,16,2070,hippocampus_-_glial_cells_2_5000(5)
1.62578,1.3995128,hippocampus_-_glial_cells_2,16,3967,hippocampus_-_glial_cells_2_5000(5)
1.437139,1.3834074,hippocampus_-_glial_cells_2,16,2812,hippocampus_-_glial_cells_2_5000(5)
1.6180179,1.454279,hippocampus_-_glial_cells_2,16,4608,hippocampus_-_glial_cells_2_5000(5)
1.7164217,1.3572657,hippocampus_-_glial_cells_2,16,3320,hippocampus_-_glial_cells_2_5000(5)
1.5330476,1.5820372,ovary_-_ovarian_stroma_cells_2,17,2244,ovary_-_ovarian_stroma_cells_2_5000(5)
1.8573525,1.4344481,ovary_-_ovarian_stroma_cells_2,17,2882,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6580398,1.5165534,ovary_-_ovarian_stroma_cells_2,17,3235,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7460899,1.5252872,ovary_-_ovarian_stroma_cells_2,17,302,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6847544,1.5787055,ovary_-_ovarian_stroma_cells_2,17,1921,ovary_-_ovarian_stroma_cells_2_5000(5)
1.651979,1.564719,ovary_-_ovarian_stroma_cells_2,17,4402,ovary_-_ovarian_stroma_cells_2_5000(5)
1.49543,1.50206,ovary_-_ovarian_stroma_cells_2,17,1687,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5509373,1.4320716,ovary_-_ovarian_stroma_cells_2,17,333,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6063074,1.4364053,ovary_-_ovarian_stroma_cells_2,17,1329,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7226837,1.484315,ovary_-_ovarian_stroma_cells_2,17,2788,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6717944,1.5111806,ovary_-_ovarian_stroma_cells_2,17,3832,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5610846,1.3960459,ovary_-_ovarian_stroma_cells_2,17,3391,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7438362,1.5221906,ovary_-_ovarian_stroma_cells_2,17,291,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5164654,1.4188949,ovary_-_ovarian_stroma_cells_2,17,4975,ovary_-_ovarian_stroma_cells_2_5000(5)
1.4634238,1.7620664,ovary_-_ovarian_stroma_cells_2,17,2592,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6052642,1.5251576,ovary_-_ovarian_stroma_cells_2,17,3775,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6217892,1.5028743,ovary_-_ovarian_stroma_cells_2,17,2013,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5910805,1.5695274,ovary_-_ovarian_stroma_cells_2,17,3229,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5765209,1.4960692,ovary_-_ovarian_stroma_cells_2,17,4411,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5434166,1.5692163,ovary_-_ovarian_stroma_cells_2,17,4945,ovary_-_ovarian_stroma_cells_2_5000(5)
1.657816,1.4497259,ovary_-_ovarian_stroma_cells_2,17,1001,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7731329,1.5094181,ovary_-_ovarian_stroma_cells_2,17,4871,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5881666,1.5086902,ovary_-_ovarian_stroma_cells_2,17,1428,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5775266,1.5172524,ovary_-_ovarian_stroma_cells_2,17,4960,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6698428,1.3953546,ovary_-_ovarian_stroma_cells_2,17,1119,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5313858,1.5038388,ovary_-_ovarian_stroma_cells_2,17,4951,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7610011,1.4835647,ovary_-_ovarian_stroma_cells_2,17,2819,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5525072,1.476426,ovary_-_ovarian_stroma_cells_2,17,2009,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6063912,1.4752403,ovary_-_ovarian_stroma_cells_2,17,4441,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5950185,1.3843303,ovary_-_ovarian_stroma_cells_2,17,520,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7081413,1.5081639,ovary_-_ovarian_stroma_cells_2,17,4086,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7408376,1.4387527,ovary_-_ovarian_stroma_cells_2,17,2314,ovary_-_ovarian_stroma_cells_2_5000(5)
1.4329214,1.4152089,ovary_-_ovarian_stroma_cells_2,17,4365,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6500576,1.5410581,ovary_-_ovarian_stroma_cells_2,17,1237,ovary_-_ovarian_stroma_cells_2_5000(5)
1.599507,1.3791368,ovary_-_ovarian_stroma_cells_2,17,4528,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5309541,1.4532876,ovary_-_ovarian_stroma_cells_2,17,1800,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6665851,1.3696412,ovary_-_ovarian_stroma_cells_2,17,1951,ovary_-_ovarian_stroma_cells_2_5000(5)
1.690376,1.5030715,ovary_-_ovarian_stroma_cells_2,17,2620,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7024517,1.5452356,ovary_-_ovarian_stroma_cells_2,17,3282,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5620496,1.4174523,ovary_-_ovarian_stroma_cells_2,17,499,ovary_-_ovarian_stroma_cells_2_5000(5)
1.70467,1.4695722,ovary_-_ovarian_stroma_cells_2,17,4891,ovary_-_ovarian_stroma_cells_2_5000(5)
1.589212,1.4867612,ovary_-_ovarian_stroma_cells_2,17,3842,ovary_-_ovarian_stroma_cells_2_5000(5)
1.548301,1.5428336,ovary_-_ovarian_stroma_cells_2,17,138,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6770847,1.4822166,ovary_-_ovarian_stroma_cells_2,17,1831,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6493428,1.481701,ovary_-_ovarian_stroma_cells_2,17,3706,ovary_-_ovarian_stroma_cells_2_5000(5)
1.499023,1.6296598,ovary_-_ovarian_stroma_cells_2,17,2964,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6215417,1.5100157,ovary_-_ovarian_stroma_cells_2,17,4852,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5639272,1.4098585,ovary_-_ovarian_stroma_cells_2,17,3755,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5624186,1.4879079,ovary_-_ovarian_stroma_cells_2,17,1432,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5182176,1.4103712,ovary_-_ovarian_stroma_cells_2,17,39,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5294675,1.3810366,ovary_-_ovarian_stroma_cells_2,17,4194,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7224989,1.6365328,ovary_-_ovarian_stroma_cells_2,17,2062,ovary_-_ovarian_stroma_cells_2_5000(5)
1.493912,1.4537671,ovary_-_ovarian_stroma_cells_2,17,1969,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7840899,1.531612,ovary_-_ovarian_stroma_cells_2,17,308,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5863667,1.4251134,ovary_-_ovarian_stroma_cells_2,17,3172,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7010853,1.5575958,ovary_-_ovarian_stroma_cells_2,17,4281,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5377066,1.3807536,ovary_-_ovarian_stroma_cells_2,17,3479,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7101436,1.4038231,ovary_-_ovarian_stroma_cells_2,17,4256,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6833177,1.3750194,ovary_-_ovarian_stroma_cells_2,17,4319,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5201067,1.3492367,ovary_-_ovarian_stroma_cells_2,17,4166,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6282388,1.5263189,ovary_-_ovarian_stroma_cells_2,17,2709,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7082005,1.5918802,ovary_-_ovarian_stroma_cells_2,17,906,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6156237,1.3918703,ovary_-_ovarian_stroma_cells_2,17,4473,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6103406,1.5081617,ovary_-_ovarian_stroma_cells_2,17,2951,ovary_-_ovarian_stroma_cells_2_5000(5)
1.501714,1.339966,ovary_-_ovarian_stroma_cells_2,17,3936,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5483463,1.4589751,ovary_-_ovarian_stroma_cells_2,17,3058,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6863127,1.4454044,ovary_-_ovarian_stroma_cells_2,17,2858,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6152583,1.5033544,ovary_-_ovarian_stroma_cells_2,17,3237,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7048192,1.3857675,ovary_-_ovarian_stroma_cells_2,17,1521,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7634299,1.6708138,ovary_-_ovarian_stroma_cells_2,17,861,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5143273,1.5105231,ovary_-_ovarian_stroma_cells_2,17,942,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6207585,1.3978956,ovary_-_ovarian_stroma_cells_2,17,2307,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6291802,1.5069226,ovary_-_ovarian_stroma_cells_2,17,3865,ovary_-_ovarian_stroma_cells_2_5000(5)
1.3655148,1.6349323,ovary_-_ovarian_stroma_cells_2,17,2551,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6111155,1.5759122,ovary_-_ovarian_stroma_cells_2,17,2044,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5196391,1.4961994,ovary_-_ovarian_stroma_cells_2,17,1688,ovary_-_ovarian_stroma_cells_2_5000(5)
1.9355743,1.6879215,ovary_-_ovarian_stroma_cells_2,17,4860,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6607794,1.5305278,ovary_-_ovarian_stroma_cells_2,17,4276,ovary_-_ovarian_stroma_cells_2_5000(5)
1.4265673,1.5423999,ovary_-_ovarian_stroma_cells_2,17,3318,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5065114,1.4841822,ovary_-_ovarian_stroma_cells_2,17,2734,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7277086,1.443013,ovary_-_ovarian_stroma_cells_2,17,1888,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6739641,1.5280092,ovary_-_ovarian_stroma_cells_2,17,1551,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5214852,1.3748515,ovary_-_ovarian_stroma_cells_2,17,562,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6768668,1.4016385,ovary_-_ovarian_stroma_cells_2,17,2017,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6939659,1.3610029,ovary_-_ovarian_stroma_cells_2,17,1523,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7027683,1.510555,ovary_-_ovarian_stroma_cells_2,17,159,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5664593,1.5018831,ovary_-_ovarian_stroma_cells_2,17,4837,ovary_-_ovarian_stroma_cells_2_5000(5)
2.6194546,1.2232893,ovary_-_ovarian_stroma_cells_2,17,4050,ovary_-_ovarian_stroma_cells_2_5000(5)
1.531574,1.5047612,ovary_-_ovarian_stroma_cells_2,17,134,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7002027,1.484576,ovary_-_ovarian_stroma_cells_2,17,463,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5315365,1.3748559,ovary_-_ovarian_stroma_cells_2,17,3482,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6450665,1.4394875,ovary_-_ovarian_stroma_cells_2,17,690,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6336371,1.3268673,ovary_-_ovarian_stroma_cells_2,17,1761,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5908535,1.4365927,ovary_-_ovarian_stroma_cells_2,17,1414,ovary_-_ovarian_stroma_cells_2_5000(5)
1.4746163,1.3081117,ovary_-_ovarian_stroma_cells_2,17,3491,ovary_-_ovarian_stroma_cells_2_5000(5)
1.7905533,1.6423697,ovary_-_ovarian_stroma_cells_2,17,2070,ovary_-_ovarian_stroma_cells_2_5000(5)
1.5297799,1.4483693,ovary_-_ovarian_stroma_cells_2,17,3967,ovary_-_ovarian_stroma_cells_2_5000(5)
1.6389518,1.5067922,ovary_-_ovarian_stroma_cells_2,17,2812,ovary_-_ovarian_stroma_cells_2_5000(5)
1.492934,1.3146671,ovary_-_ovarian_stroma_cells_2,17,4608,ovary_-_ovarian_stroma_cells_2_5000(5)
1.439863,1.5268506,ovary_-_ovarian_stroma_cells_2,17,3320,ovary_-_ovarian_stroma_cells_2_5000(5)
1.458246,1.5783013,cerebral_cortex_-_neuropil_2,18,2244,cerebral_cortex_-_neuropil_2_5000(4)
1.6444978,1.5054528,cerebral_cortex_-_neuropil_2,18,2882,cerebral_cortex_-_neuropil_2_5000(4)
1.6162255,1.5750614,cerebral_cortex_-_neuropil_2,18,3235,cerebral_cortex_-_neuropil_2_5000(4)
1.7006756,1.5721145,cerebral_cortex_-_neuropil_2,18,302,cerebral_cortex_-_neuropil_2_5000(4)
1.523762,1.5549343,cerebral_cortex_-_neuropil_2,18,1921,cerebral_cortex_-_neuropil_2_5000(4)
1.5557508,1.6620623,cerebral_cortex_-_neuropil_2,18,4402,cerebral_cortex_-_neuropil_2_5000(4)
1.4102907,1.4799519,cerebral_cortex_-_neuropil_2,18,1687,cerebral_cortex_-_neuropil_2_5000(4)
1.6954305,1.5955362,cerebral_cortex_-_neuropil_2,18,333,cerebral_cortex_-_neuropil_2_5000(4)
1.4499534,1.6242468,cerebral_cortex_-_neuropil_2,18,1329,cerebral_cortex_-_neuropil_2_5000(4)
1.7031977,1.5448819,cerebral_cortex_-_neuropil_2,18,2788,cerebral_cortex_-_neuropil_2_5000(4)
1.5907098,1.5351154,cerebral_cortex_-_neuropil_2,18,3832,cerebral_cortex_-_neuropil_2_5000(4)
1.6515098,1.5780091,cerebral_cortex_-_neuropil_2,18,3391,cerebral_cortex_-_neuropil_2_5000(4)
1.7040147,1.5792944,cerebral_cortex_-_neuropil_2,18,291,cerebral_cortex_-_neuropil_2_5000(4)
1.6819867,1.446687,cerebral_cortex_-_neuropil_2,18,4975,cerebral_cortex_-_neuropil_2_5000(4)
2.7258499,2.95808,cerebral_cortex_-_neuropil_2,18,2592,cerebral_cortex_-_neuropil_2_5000(4)
1.4531765,1.6316983,cerebral_cortex_-_neuropil_2,18,3775,cerebral_cortex_-_neuropil_2_5000(4)
1.5330079,1.5720184,cerebral_cortex_-_neuropil_2,18,2013,cerebral_cortex_-_neuropil_2_5000(4)
1.585511,1.5660233,cerebral_cortex_-_neuropil_2,18,3229,cerebral_cortex_-_neuropil_2_5000(4)
1.5145094,1.4907461,cerebral_cortex_-_neuropil_2,18,4411,cerebral_cortex_-_neuropil_2_5000(4)
1.6827879,1.4248133,cerebral_cortex_-_neuropil_2,18,4945,cerebral_cortex_-_neuropil_2_5000(4)
1.6123784,1.6580641,cerebral_cortex_-_neuropil_2,18,1001,cerebral_cortex_-_neuropil_2_5000(4)
1.6222482,1.5345122,cerebral_cortex_-_neuropil_2,18,4871,cerebral_cortex_-_neuropil_2_5000(4)
1.5274715,1.6300888,cerebral_cortex_-_neuropil_2,18,1428,cerebral_cortex_-_neuropil_2_5000(4)
1.5580335,1.4386244,cerebral_cortex_-_neuropil_2,18,4960,cerebral_cortex_-_neuropil_2_5000(4)
1.5341945,1.6355181,cerebral_cortex_-_neuropil_2,18,1119,cerebral_cortex_-_neuropil_2_5000(4)
1.6275635,1.4406545,cerebral_cortex_-_neuropil_2,18,4951,cerebral_cortex_-_neuropil_2_5000(4)
1.7063222,1.683206,cerebral_cortex_-_neuropil_2,18,2819,cerebral_cortex_-_neuropil_2_5000(4)
1.7748711,1.6704732,cerebral_cortex_-_neuropil_2,18,2009,cerebral_cortex_-_neuropil_2_5000(4)
1.5827816,1.6931818,cerebral_cortex_-_neuropil_2,18,4441,cerebral_cortex_-_neuropil_2_5000(4)
1.6092211,1.6324205,cerebral_cortex_-_neuropil_2,18,520,cerebral_cortex_-_neuropil_2_5000(4)
1.5916315,1.6572764,cerebral_cortex_-_neuropil_2,18,4086,cerebral_cortex_-_neuropil_2_5000(4)
1.6329212,1.6778487,cerebral_cortex_-_neuropil_2,18,2314,cerebral_cortex_-_neuropil_2_5000(4)
1.5046163,1.4946198,cerebral_cortex_-_neuropil_2,18,4365,cerebral_cortex_-_neuropil_2_5000(4)
1.6183867,1.5526848,cerebral_cortex_-_neuropil_2,18,1237,cerebral_cortex_-_neuropil_2_5000(4)
1.5436761,1.5724955,cerebral_cortex_-_neuropil_2,18,4528,cerebral_cortex_-_neuropil_2_5000(4)
1.6531115,1.6865103,cerebral_cortex_-_neuropil_2,18,1800,cerebral_cortex_-_neuropil_2_5000(4)
1.3950776,1.4798921,cerebral_cortex_-_neuropil_2,18,1951,cerebral_cortex_-_neuropil_2_5000(4)
1.605625,1.7652438,cerebral_cortex_-_neuropil_2,18,2620,cerebral_cortex_-_neuropil_2_5000(4)
1.4835178,1.5781975,cerebral_cortex_-_neuropil_2,18,3282,cerebral_cortex_-_neuropil_2_5000(4)
1.5203618,1.4718038,cerebral_cortex_-_neuropil_2,18,499,cerebral_cortex_-_neuropil_2_5000(4)
1.6500251,1.601796,cerebral_cortex_-_neuropil_2,18,4891,cerebral_cortex_-_neuropil_2_5000(4)
1.5134003,1.6010026,cerebral_cortex_-_neuropil_2,18,3842,cerebral_cortex_-_neuropil_2_5000(4)
1.7285583,1.4812961,cerebral_cortex_-_neuropil_2,18,138,cerebral_cortex_-_neuropil_2_5000(4)
1.5283434,1.5858634,cerebral_cortex_-_neuropil_2,18,1831,cerebral_cortex_-_neuropil_2_5000(4)
1.6321914,1.6816251,cerebral_cortex_-_neuropil_2,18,3706,cerebral_cortex_-_neuropil_2_5000(4)
1.8096967,1.7650483,cerebral_cortex_-_neuropil_2,18,2964,cerebral_cortex_-_neuropil_2_5000(4)
1.5890491,1.6587057,cerebral_cortex_-_neuropil_2,18,4852,cerebral_cortex_-_neuropil_2_5000(4)
1.5185702,1.6025045,cerebral_cortex_-_neuropil_2,18,3755,cerebral_cortex_-_neuropil_2_5000(4)
1.666174,1.6979762,cerebral_cortex_-_neuropil_2,18,1432,cerebral_cortex_-_neuropil_2_5000(4)
1.5478123,1.5417887,cerebral_cortex_-_neuropil_2,18,39,cerebral_cortex_-_neuropil_2_5000(4)
1.6253531,1.5057907,cerebral_cortex_-_neuropil_2,18,4194,cerebral_cortex_-_neuropil_2_5000(4)
1.5894611,1.5136728,cerebral_cortex_-_neuropil_2,18,2062,cerebral_cortex_-_neuropil_2_5000(4)
1.5462176,1.6116432,cerebral_cortex_-_neuropil_2,18,1969,cerebral_cortex_-_neuropil_2_5000(4)
1.7723548,1.5431973,cerebral_cortex_-_neuropil_2,18,308,cerebral_cortex_-_neuropil_2_5000(4)
1.6216737,1.6581738,cerebral_cortex_-_neuropil_2,18,3172,cerebral_cortex_-_neuropil_2_5000(4)
1.7131454,1.4607437,cerebral_cortex_-_neuropil_2,18,4281,cerebral_cortex_-_neuropil_2_5000(4)
1.6136668,1.6712629,cerebral_cortex_-_neuropil_2,18,3479,cerebral_cortex_-_neuropil_2_5000(4)
1.5955987,1.5020506,cerebral_cortex_-_neuropil_2,18,4256,cerebral_cortex_-_neuropil_2_5000(4)
1.4523525,1.4950109,cerebral_cortex_-_neuropil_2,18,4319,cerebral_cortex_-_neuropil_2_5000(4)
1.6486901,1.5898412,cerebral_cortex_-_neuropil_2,18,4166,cerebral_cortex_-_neuropil_2_5000(4)
1.6575968,1.6285176,cerebral_cortex_-_neuropil_2,18,2709,cerebral_cortex_-_neuropil_2_5000(4)
1.6376958,1.4965506,cerebral_cortex_-_neuropil_2,18,906,cerebral_cortex_-_neuropil_2_5000(4)
1.596033,1.6721952,cerebral_cortex_-_neuropil_2,18,4473,cerebral_cortex_-_neuropil_2_5000(4)
1.7108301,1.5204277,cerebral_cortex_-_neuropil_2,18,2951,cerebral_cortex_-_neuropil_2_5000(4)
1.5075995,1.5736029,cerebral_cortex_-_neuropil_2,18,3936,cerebral_cortex_-_neuropil_2_5000(4)
1.6802084,1.6426693,cerebral_cortex_-_neuropil_2,18,3058,cerebral_cortex_-_neuropil_2_5000(4)
1.6718912,1.5659919,cerebral_cortex_-_neuropil_2,18,2858,cerebral_cortex_-_neuropil_2_5000(4)
1.6379316,1.5908116,cerebral_cortex_-_neuropil_2,18,3237,cerebral_cortex_-_neuropil_2_5000(4)
1.5105741,1.5933912,cerebral_cortex_-_neuropil_2,18,1521,cerebral_cortex_-_neuropil_2_5000(4)
1.5767606,1.4420987,cerebral_cortex_-_neuropil_2,18,861,cerebral_cortex_-_neuropil_2_5000(4)
1.6850771,1.7750328,cerebral_cortex_-_neuropil_2,18,942,cerebral_cortex_-_neuropil_2_5000(4)
1.5592883,1.6663194,cerebral_cortex_-_neuropil_2,18,2307,cerebral_cortex_-_neuropil_2_5000(4)
1.677398,1.6265409,cerebral_cortex_-_neuropil_2,18,3865,cerebral_cortex_-_neuropil_2_5000(4)
1.4150257,1.5685575,cerebral_cortex_-_neuropil_2,18,2551,cerebral_cortex_-_neuropil_2_5000(4)
1.5226632,1.4632453,cerebral_cortex_-_neuropil_2,18,2044,cerebral_cortex_-_neuropil_2_5000(4)
1.4394581,1.4959856,cerebral_cortex_-_neuropil_2,18,1688,cerebral_cortex_-_neuropil_2_5000(4)
-5.1743345,-7.356755,cerebral_cortex_-_neuropil_2,18,4860,cerebral_cortex_-_neuropil_2_5000(4)
1.68881,1.5339293,cerebral_cortex_-_neuropil_2,18,4276,cerebral_cortex_-_neuropil_2_5000(4)
1.5625644,1.4154752,cerebral_cortex_-_neuropil_2,18,3318,cerebral_cortex_-_neuropil_2_5000(4)
1.672899,1.7438982,cerebral_cortex_-_neuropil_2,18,2734,cerebral_cortex_-_neuropil_2_5000(4)
1.4562076,1.556592,cerebral_cortex_-_neuropil_2,18,1888,cerebral_cortex_-_neuropil_2_5000(4)
1.6450133,1.6457322,cerebral_cortex_-_neuropil_2,18,1551,cerebral_cortex_-_neuropil_2_5000(4)
1.5817435,1.5544,cerebral_cortex_-_neuropil_2,18,562,cerebral_cortex_-_neuropil_2_5000(4)
