epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,main_folder,losses_file,run
0,3554.12505,3532.26875,21.8563038,0.0,3588.5021650000003,3569.4542199999996,19.0479376,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
1,3038.20055,2981.826,56.37454715,0.0,3431.211575,3403.5798750000004,27.63171785,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
2,2580.92102,2518.97664,61.944354450000006,0.0,3332.845805,3303.588635,29.2571903,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
3,2265.704,2197.626685,68.07726335,0.0,3297.4933100000003,3266.73464,30.758638100000002,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
4,2017.6876949999998,1946.337645,71.35006085,0.0,3267.8751899999997,3236.395675,31.4795225,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
5,1821.9183400000002,1748.51836,73.39999115,0.0,3244.138725,3212.261955,31.876773500000002,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
6,1663.8113700000001,1588.71346,75.097906,0.0,3225.65959,3192.72637,32.9332403,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
7,1587.99506,1509.16247,78.83259005,0.0,3225.006975,3190.39678,34.6102075,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
8,1467.0861,1388.00813,79.07796225,0.0,3208.27065,3172.136345,36.134296,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
9,1377.43933,1299.577305,77.86202899999999,0.0,3192.42859,3156.735615,35.6929952,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000/0,./data/samples/single_cells/agren_liver_hepatocytes/10000/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/10000//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_10000/runs/0/losses.csv,0
