epoch,loss,reconstruction_loss,divergence_loss,test_loss,test_rec,test_div,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,main_folder,losses_file,run
0,4345.501034999999,4260.302949999999,85.1981309,4217.164895,4189.519645,27.645227650000002,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
1,4064.9518949999997,4041.0625200000004,23.8893797,4101.675325,4080.0081899999996,21.66713525,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
2,3863.4686699999997,3838.3961499999996,25.0725326,3989.7551599999997,3967.665635,22.08950215,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
3,3629.755205,3602.8887650000006,26.866467699999998,3919.889445,3897.51043,22.37901305,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
4,3400.41018,3370.1679649999996,30.2422235,3867.70201,3844.7699249999996,22.932126500000003,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
5,3103.232835,3067.436595,35.79626035,3839.7243049999997,3814.906465,24.81783765,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
6,2775.49494,2732.129645,43.3652984,3807.49133,3780.89478,26.59658165,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
7,2491.203015,2442.64122,48.561809600000004,3788.618065,3760.953815,27.664239149999997,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
8,2231.615575,2177.99433,53.621220949999994,3762.4656750000004,3733.570985,28.89467455,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
9,2038.110685,1982.0859,56.02477775,3737.950305,3708.469285,29.4810515,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
10,1872.70094,1814.847365,57.8535563,3721.9661699999997,3691.770375,30.195775450000003,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
11,1719.0247599999998,1659.8209900000002,59.203778,3704.8665050000004,3674.2263700000003,30.640155299999996,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
12,1593.11581,1533.04328,60.07253970000001,3692.375755,3661.5457300000003,30.830003799999997,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
13,1496.3916,1435.7346750000002,60.656921950000005,3680.469625,3649.5362849999997,30.9333299,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
14,1414.74642,1354.13002,60.616410450000004,3673.865535,3642.78913,31.0763958,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
15,1344.3871100000001,1284.246075,60.141029,3664.625245,3633.55266,31.07258115,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
16,1274.927625,1215.350195,59.577419250000005,3649.4142249999995,3618.2702449999997,31.1439765,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
17,1210.016605,1150.372135,59.6444862,3641.86106,3610.6208149999998,31.24019635,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500/0,./data/samples/single_cells/agren_liver_hepatocytes/2500/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/2500//test/,4096,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/rep_2500/runs/0/losses.csv,0
