epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,main_folder,losses_file,run
0,3116.670205,3070.34677,46.323460499999996,0.0,3220.36009,3176.70906,43.6510512,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
1,2325.71972,2276.4249649999997,49.29474005,0.0,2656.26671,2618.525265,37.74144345,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
2,1780.8844199999999,1736.510685,44.3737408,0.0,2402.0480049999996,2369.42419,32.623813999999996,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
3,1474.32467,1434.454585,39.870059000000005,0.0,2234.5386750000002,2204.05191,30.486746849999996,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
4,1239.9626899999998,1200.3406650000002,39.6220306,0.0,2123.771765,2093.558185,30.21359485,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
5,1058.5134050000001,1018.8109609999999,39.7024331,0.0,2040.0624950000001,2009.9187150000002,30.14379415,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
6,923.8892485,884.546489,39.34275975,0.0,1983.3330849999998,1953.3109550000001,30.0221242,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
7,817.5859895000001,779.130145,38.455832900000004,0.0,1926.50968,1897.011595,29.498094350000002,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
8,710.3067885,670.4185335,39.88826015,0.0,1883.00144,1852.65673,30.344720549999998,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
9,615.8524295,574.768558,41.08386485,0.0,1853.003985,1822.02876,30.97521665,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
10,542.535573,500.55704699999995,41.978527,0.0,1834.80599,1803.32474,31.4812565,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
11,483.25593850000007,440.99940399999997,42.256532299999996,0.0,1817.201955,1785.620725,31.58122295,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
12,425.454594,383.541678,41.912913950000004,0.0,1794.7236850000002,1763.2581500000001,31.465526349999998,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
13,382.672238,341.549598,41.12263885,0.0,1775.92922,1744.80707,31.1221526,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
14,347.084711,306.873448,40.2112645,0.0,1761.1868650000001,1730.671035,30.5158325,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
15,320.3257,281.08993599999997,39.235762449999996,0.0,1747.37994,1717.3485649999998,30.03136045,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
16,297.02808,258.6779755,38.3501029,0.0,1734.884215,1705.35177,29.5324259,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
17,287.056649,249.67370499999998,37.382946149999995,0.0,1728.757515,1699.6226350000002,29.1348589,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
18,275.03718749999996,238.25051750000003,36.7866659,0.0,1717.1779549999999,1688.260055,28.917893350000003,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
19,252.236186,216.37775249999999,35.85843415,0.0,1699.7265,1671.24352,28.48298565,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
20,237.84387900000002,202.7915265,35.05235305,0.0,1686.96047,1658.80458,28.155881049999998,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
21,226.567645,192.203949,34.3636976,0.0,1676.440255,1648.6289949999998,27.8112604,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
22,220.28812499999998,186.6149455,33.673179850000004,0.0,1671.3731599999999,1643.9063099999998,27.46686775,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
23,218.8121565,185.629791,33.1823658,0.0,1668.6535749999998,1641.36692,27.286659150000002,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
24,207.802673,174.9669695,32.8357012,0.0,1660.2143449999999,1633.126155,27.088195849999998,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/100/0,./data/samples/single_cells/agren_liver_hepatocytes/100/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/100//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_100/runs/0/losses.csv,0
