epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,main_folder,losses_file,run
0,3354.0511749999996,3309.294945,44.756262150000005,0.0,3432.26713,3396.376945,35.8902135,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
1,2748.7446499999996,2716.0745699999998,32.6700984,0.0,3069.470955,3042.0433949999997,27.427529800000002,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
2,2594.22034,2566.83244,27.387926750000002,0.0,2985.72178,2962.074775,23.646981450000002,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
3,2435.7615849999997,2407.60036,28.16124565,0.0,2903.330355,2879.3639,23.96647915,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
4,2269.9434300000003,2240.29072,29.652688599999998,0.0,2836.750135,2812.288565,24.4616021,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
5,2064.09496,2029.655025,34.43994495,0.0,2773.9039700000003,2747.461535,26.442445400000004,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
6,1848.797815,1808.487885,40.3099474,0.0,2716.058335,2687.20086,28.857516750000002,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
7,1643.5075199999999,1599.446925,44.060592400000004,0.0,2664.938935,2634.47718,30.461774400000003,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
8,1457.34577,1409.037715,48.30806835,0.0,2637.4417949999997,2605.70473,31.737051400000002,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
9,1285.366665,1232.666295,52.70037225,0.0,2624.6352899999997,2591.65631,32.97896405,0.0,32,256,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/500/0,./data/samples/single_cells/agren_liver_hepatocytes/500/,131072,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/500//test/,4096,True,0,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/N5000/b256/rep_500/runs/0/losses.csv,0
