label,bone_marrow_-_hematopoietic_cells_2,breast_-_adipocytes_2,breast_-_myoepithelial_cells_2,bronchus_-_respiratory_epithelial_cells_2,cerebellum_-_cells_in_molecular_layer_2,cerebral_cortex_-_neuropil_2,"cervix,_uterine_-_glandular_cells_2",colon_-_peripheral_nerve-ganglion_2,esophagus_-_squamous_epithelial_cells_2,fallopian_tube_-_glandular_cells_2,gallbladder_-_glandular_cells_2,heart_muscle_-_myocytes_2,hippocampus_-_glial_cells_2,kidney_-_cells_in_glomeruli_2,kidney_-_cells_in_tubules_2,lateral_ventricle_-_glial_cells_2,lateral_ventricle_-_neuronal_cells_2,liver_-_hepatocytes_2,lung_-_pneumocytes_2,nasopharynx_-_respiratory_epithelial_cells_2,ovary_-_follicle_cells_2,ovary_-_ovarian_stroma_cells_2,rectum_-_glandular_cells_2,salivary_gland_-_glandular_cells_2,seminal_vesicle_-_glandular_cells_2,skin_-_melanocytes_2,small_intestine_-_glandular_cells_2,soft_tissue_2_-_adipocytes_2,soft_tissue_2_-_fibroblasts_2,spleen_-_cells_in_white_pulp_2,"stomach,_lower_-_glandular_cells_2","stomach,_upper_-_glandular_cells_2",tonsil_-_germinal_center_cells_2,tonsil_-_non-germinal_center_cells_2,tonsil_-_squamous_epithelial_cells_2,urinary_bladder_-_urothelial_cells_2,"uterus,_post-menopause_-_glandular_cells_2","uterus,_pre-menopause_-_glandular_cells_2",vagina_-_squamous_epithelial_cells_2,vulva-anal_skin_-_epidermal_cells_2
liver cancer - patient 2177,0.0,0.00048828125,0.0,0.0,0.0,0.0,0.0146484375,0.04248046875,0.0,0.0009765625,0.0,0.0,0.27880859375,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0009765625,0.0,0.05078125,0.11083984375,0.0,0.0146484375,0.00048828125,0.0,0.0,0.00244140625,0.00537109375,0.0,0.0,0.00048828125,0.47021484375,0.00244140625,0.0,0.0,0.0,0.0,0.0
liver cancer - patient 2280,0.0,0.0,0.0234375,0.0,0.0,0.0,0.0,0.09423828125,0.0419921875,0.00634765625,0.0,0.0,0.1025390625,0.0048828125,0.0439453125,0.0,0.0,0.0087890625,0.01123046875,0.0,0.0,0.265625,0.080078125,0.00048828125,0.0,0.00048828125,0.0,0.0009765625,0.0,0.0,0.0107421875,0.0,0.0,0.15771484375,0.0,0.02978515625,0.0,0.0,0.0,0.11669921875
liver cancer - patient 2556,0.021484375,0.0,0.00390625,0.0,0.017578125,0.0,0.19287109375,0.09326171875,0.0,0.0,0.0,0.00048828125,0.35205078125,0.013671875,0.01611328125,0.01953125,0.0,0.0,0.0,0.0009765625,0.00146484375,0.0,0.1923828125,0.0,0.00341796875,0.01123046875,0.0,0.0,0.02880859375,0.0,0.00341796875,0.0,0.0,0.00048828125,0.00390625,0.0,0.0,0.017578125,0.0,0.00537109375
liver cancer - patient 3196,0.0068359375,0.0,0.0,0.0,0.0,0.20947265625,0.09228515625,0.07568359375,0.00048828125,0.0078125,0.0,0.00341796875,0.3125,0.0,0.0,0.0,0.13330078125,0.0,0.0,0.0,0.0,0.00830078125,0.0,0.0,0.0048828125,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.025390625,0.0,0.0,0.0,0.04052734375,0.0,0.078125
