epoch,loss,reconstruction_loss,divergence_loss,stoicheometry_loss,test_loss,test_reconstruction_loss,test_divergence_loss,test_stoicheometry_loss,epochs,batch_size,save_on,n_emb,n_lay,lr,lrelu_slope,batch_norm,dropout,dataset,model_folder,dataset_size,join,refresh_data_on,save_losses_on,test_dataset,test_size,save_test_min,weight_decay,beta_S,use_beta_S_in_test_loss,test_beta_S,main_folder,losses_file,run
30,190.64138512101908,159.38855844585987,31.252827038216562,0.0,1253.944636687898,1228.6564059872612,25.288228105732486,0.0,32,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/0/losses.csv,0
31,179.40451426751594,148.3211232611465,31.083391061146497,0.0,1246.6671021656052,1221.4532718471337,25.21383225477707,0.0,32,64,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/0/losses.csv,0
0,2037.091458524173,2005.200282951654,31.891175972010178,0.0,2126.9750709923665,2096.205011450382,30.770062595419844,0.0,32,128,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1/losses.csv,1
1,1361.1037157760813,1331.5979773536897,29.505735409669214,0.0,1565.126982951654,1536.9325142493637,28.194469638676846,0.0,32,128,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1/losses.csv,1
2,1150.3633572519084,1122.0420888295164,28.321267465648855,0.0,1389.087275572519,1361.8706529262085,27.21662367938931,0.0,32,128,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1/losses.csv,1
3,1018.6835751908396,990.1337375318066,28.549836941475828,0.0,1296.9645905852417,1269.415341221374,27.549248185750635,0.0,32,128,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1/losses.csv,1
4,903.6170630788805,873.5566566412214,30.0604056692112,0.0,1255.8913249363868,1227.3225287531807,28.56879794656489,0.0,32,128,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1/losses.csv,1
5,782.0885214249364,749.4485956234096,32.639926455470736,0.0,1256.7512012722646,1227.0130674300253,29.738137269720102,0.0,32,128,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1/losses.csv,1
6,655.7441368956743,620.6682467938931,35.07589155216285,0.0,1277.1385381679388,1247.0298236641222,30.108711888040713,0.0,32,128,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1/losses.csv,1
7,560.2867190839695,523.9950427989821,36.291676061068706,0.0,1297.751017557252,1268.217258778626,29.53376033587786,0.0,32,128,0,32,5,0.0001,0.1,False,0.0,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/9/,./data/samples/single_cells/agren_liver_hepatocytes/250/,65536,inner,0,1,./data/samples/single_cells/agren_liver_hepatocytes/splits/250/test/,8192,True,0.05,0.0,False,0.0,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1,./data/tuner/single_cell/agren_liver_hepatocytes/bs/runs/1/losses.csv,1
