test_file_n,0,1,2,3,4,5
0,0.5776583034647551,0.0985663082437276,0.04420549581839905,0.050975706889685383,0.05157307845479889,0.177021107128634
1,0.08124253285543608,0.5567502986857825,0.07666268418956591,0.06212664277180406,0.07447232178414974,0.14874551971326164
2,0.06053365193150139,0.10732775786539227,0.5547590601354042,0.06869772998805257,0.06949422540820391,0.13918757467144563
3,0.07706093189964158,0.1039426523297491,0.05197132616487455,0.5286738351254481,0.0913978494623656,0.14695340501792115
4,0.08283552369573875,0.09418558343289526,0.05157307845479889,0.0760653126244524,0.514336917562724,0.18100358422939067
5,0.07905217045001992,0.10911987256073277,0.0629231381919554,0.07845479888490642,0.08442851453604142,0.5860215053763441
