label,kmeans_cluster
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,16
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,13
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,17
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,17
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,8
cerebellum - Purkinje cells,17
cerebellum - Purkinje cells,8
